mouse_gene_id	mouse_gene_name	human_gene_id	human_gene_name	primary_state	mouse_spatial_score	human_detected	human_detection_fraction	human_mean_log_expression	intended_score_column	intended_score_pearson_r	graph_morans_i	matched_null_n	matched_null_moran_p95	matched_null_moran_p99	moran_empirical_upper_p	hotspot_overlap_fraction	human_support_score	interpretation
ENSMUSG00000053093	Myh7	ENSG00000092054	MYH7	mechanical_adverse	37.141655837024786	True	0.9658284977433914	3.583249082573503	mechanical_border_score	0.5637126784844102	0.3889035614623338	100	0.1738562315011929	0.3653007316408757	0.019801980198019802	0.29333333333333333	14.728942737573128	single-section within-human spatial support; not external validation
ENSMUSG00000032366	Tpm1	ENSG00000140416	TPM1	mechanical_adverse	35.35677897104673	True	0.9045776918117344	2.9146007369239544	mechanical_border_score	0.5260492467054013	0.3403513502508495	100	0.12210026849381544	0.1631838854270542	0.009900990099009901	0.18439716312056736	14.631472785196948	single-section within-human spatial support; not external validation
ENSMUSG00000031972	Acta1	ENSG00000143632	ACTA1	mechanical_adverse	36.95945351433853	True	0.927143778207608	3.270271844969541	mechanical_border_score	0.5948027109852096	0.450774465239155	100	0.2144647496874268	0.43054409722617304	0.019801980198019802	0.25	14.568816265911257	single-section within-human spatial support; not external validation
ENSMUSG00000029580	Actb	ENSG00000075624	ACTB	scar_repair_associated	39.10567123443498	True	0.854287556415216	2.406709973430098	fibroblast_scar_repair_score	0.5090493231377285	0.41536087379966175	100	0.16145794538407812	0.28034563465970513	0.009900990099009901	0.18045112781954886	14.497904961382762	single-section within-human spatial support; not external validation
ENSMUSG00000001119	Col6a1	ENSG00000142156	COL6A1	immune_fibrotic_adverse	37.35714096737006	True	0.7388781431334622	1.8566564410089765	immune_fibrotic_activation_score	0.4760552370198293	0.3632175775253337	100	0.17835300671470233	0.28924798096489457	0.009900990099009901	0.2	14.456331422118977	single-section within-human spatial support; not external validation
ENSMUSG00000064363	mt-Nd4	ENSG00000198886	MT-ND4	mechanical_adverse	33.74725470251237	True	0.9974210186976145	5.385040501084471	mechanical_border_score	0.6096764720402748	0.6552592230211681	100	0.21407704264983987	0.41724080053835444	0.009900990099009901	0.0967741935483871	14.432252380628745	single-section within-human spatial support; not external validation
ENSMUSG00000020473	Aebp1	ENSG00000106624	AEBP1	scar_repair_associated	38.975107108703796	True	0.7195357833655706	1.7052427362154152	fibroblast_scar_repair_score	0.4749421863315677	0.25884888690910396	100	0.1842165562052515	0.25540031782155076	0.019801980198019802	0.3125	14.349653117989407	single-section within-human spatial support; not external validation
ENSMUSG00000026414	Tnnt2	ENSG00000118194	TNNT2	mechanical_adverse	35.64486586272267	True	0.8072211476466795	2.21147164796228	mechanical_border_score	0.43797445447908145	0.2803243849972972	100	0.08448064691867876	0.1889767774334203	0.009900990099009901	0.1984126984126984	14.215148314176075	single-section within-human spatial support; not external validation
ENSMUSG00000018893	Mb	ENSG00000198125	MB	mechanical_adverse	33.77651474837653	True	0.9303675048355899	3.2167365683647287	mechanical_border_score	0.568094694163892	0.3963569955452191	100	0.17562098090465866	0.27000794897368663	0.019801980198019802	0.2	14.008568164983352	single-section within-human spatial support; not external validation
ENSMUSG00000026837	Col5a1	ENSG00000130635	COL5A1	scar_repair_associated	38.09648599864171	True	0.6228239845261122	1.3373924653105642	fibroblast_scar_repair_score	0.4483361737941337	0.19499415156921157	100	0.14475501816572153	0.24572420165473538	0.0297029702970297	0.28865979381443296	13.999295393280267	single-section within-human spatial support; not external validation
ENSMUSG00000035783	Acta2	ENSG00000107796	ACTA2	scar_repair_associated	38.58170232617402	True	0.5138620245003224	1.0619681154580536	fibroblast_scar_repair_score	0.3978764950186442	0.29127492388726184	100	0.16283160870784047	0.26327464007141277	0.019801980198019802	0.3125	13.887258970111866	single-section within-human spatial support; not external validation
ENSMUSG00000037742	Eef1a1	ENSG00000156508	EEF1A1	scar_repair_associated	38.10046553330683	True	0.9632495164410058	3.381480715831449	fibroblast_scar_repair_score	0.5031853841949961	0.43217540519748443	100	0.18206579326761538	0.2631803934176544	0.009900990099009901	0.10666666666666667	13.87244563850331	single-section within-human spatial support; not external validation
ENSMUSG00000036256	Igfbp7	ENSG00000163453	IGFBP7	immune_fibrotic_adverse	37.830678240975146	True	0.9277885235332044	3.1525956651545926	immune_fibrotic_activation_score	0.5288435291189411	0.40843181858573785	100	0.2732983281515294	0.34311278778067633	0.019801980198019802	0.20689655172413793	13.82823358850675	single-section within-human spatial support; not external validation
ENSMUSG00000022816	Fstl1	ENSG00000163430	FSTL1	scar_repair_associated	37.508004569500194	True	0.7343649258542876	1.6816145981051214	fibroblast_scar_repair_score	0.4683519001127921	0.25004905525024057	100	0.2105614812885689	0.39661655477723934	0.04950495049504951	0.24561403508771928	13.775023681378507	single-section within-human spatial support; not external validation
ENSMUSG00000020241	Col6a2	ENSG00000142173	COL6A2	immune_fibrotic_adverse	37.11388253125003	True	0.7633784655061251	1.9365251611961827	immune_fibrotic_activation_score	0.4678790457737207	0.33181000901671664	100	0.1282580410251915	0.2661785386694014	0.019801980198019802	0.23529411764705882	13.689627215818795	single-section within-human spatial support; not external validation
ENSMUSG00000064367	mt-Nd5	ENSG00000198786	MT-ND5	mechanical_adverse	33.84099040956678	True	0.9413281753707285	3.4218779908743127	mechanical_border_score	0.5044727631904026	0.5182052002088379	100	0.16466946251005513	0.30398364418649704	0.009900990099009901	0.0547945205479452	13.465192743525977	single-section within-human spatial support; not external validation
ENSMUSG00000002100	Mybpc3	ENSG00000134571	MYBPC3	mechanical_adverse	36.26427856240813	True	0.5725338491295938	1.2146100673115208	mechanical_border_score	0.4336299650497025	0.24410311279614297	100	0.12794788099249257	0.31464052889120636	0.0297029702970297	0.21348314606741572	13.309644958837541	single-section within-human spatial support; not external validation
ENSMUSG00000026208	Des	ENSG00000175084	DES	mechanical_adverse	37.64552808154198	True	0.9084461637653127	2.8861689681752996	mechanical_border_score	0.48571597347319445	0.2800508630254547	100	0.19332080887669287	0.2724289536091839	0.019801980198019802	0.16312056737588654	13.219260379846258	single-section within-human spatial support; not external validation
ENSMUSG00000030470	Csrp3	ENSG00000129170	CSRP3	mechanical_adverse	36.69185122056544	True	0.7176015473887815	1.7912238003534184	mechanical_border_score	0.49441288520700977	0.3244861792459322	100	0.17308669831276172	0.2846259717305712	0.019801980198019802	0.15178571428571427	13.180763025527773	single-section within-human spatial support; not external validation
ENSMUSG00000024610	Cd74	ENSG00000019582	CD74	immune_fibrotic_adverse	38.246395779255145	True	0.7524177949709865	1.9214096049126634	immune_fibrotic_activation_score	0.41051260116600446	0.4108615829784298	100	0.21955589604612621	0.5194905378720104	0.0297029702970297	0.21367521367521367	13.172477316397735	single-section within-human spatial support; not external validation
ENSMUSG00000006369	Fbln1	ENSG00000077942	FBLN1	scar_repair_associated	37.87291719664806	True	0.4655061250805932	0.961307527076441	fibroblast_scar_repair_score	0.33800463953488363	0.3752560004425765	100	0.10778887243085185	0.49925837426557357	0.039603960396039604	0.2465753424657534	13.000630576935329	single-section within-human spatial support; not external validation
ENSMUSG00000064080	Fbln2	ENSG00000163520	FBLN2	scar_repair_associated	37.76392910916151	True	0.5138620245003224	1.0596515624839569	fibroblast_scar_repair_score	0.3702671103878079	0.3360905056316959	100	0.23810020311004326	0.6179958807418752	0.039603960396039604	0.2125	12.921602662326848	single-section within-human spatial support; not external validation
ENSMUSG00000026728	Vim	ENSG00000026025	VIM	scar_repair_associated	37.77622878697581	True	0.8491295938104448	2.368974698902915	fibroblast_scar_repair_score	0.45078645514749527	0.3282329370132519	100	0.209899918774938	0.37026437748582014	0.04950495049504951	0.15151515151515152	12.916839943006185	single-section within-human spatial support; not external validation
ENSMUSG00000062825	Actg1	ENSG00000184009	ACTG1	scar_repair_associated	37.639664767812874	True	0.7479045776918117	1.804784962262437	fibroblast_scar_repair_score	0.4264912308401579	0.2709269401361597	100	0.18135513646205131	0.22144865111592466	0.019801980198019802	0.15517241379310345	12.800326695385776	single-section within-human spatial support; not external validation
ENSMUSG00000090841	Myl6	ENSG00000092841	MYL6	scar_repair_associated	37.519953341715635	True	0.8168923275306254	2.0967587014257343	fibroblast_scar_repair_score	0.39175835170921114	0.21932009804439265	100	0.09742947560850196	0.20501430607868396	0.019801980198019802	0.18110236220472442	12.799369007893063	single-section within-human spatial support; not external validation
ENSMUSG00000021798	Ldb3	ENSG00000122367	LDB3	mechanical_adverse	34.222869361419846	True	0.41005802707930367	0.7458136831329565	mechanical_border_score	0.379800383176408	0.18408583476794782	100	0.1512238965748088	0.30522793244333485	0.04950495049504951	0.171875	12.653802299058448	single-section within-human spatial support; not external validation
ENSMUSG00000051747	Ttn	ENSG00000155657	TTN	mechanical_adverse	34.59682832373414	True	0.9258542875564152	3.114653700256438	mechanical_border_score	0.4503917021897377	0.40487687242721876	100	0.10967417381202779	0.271987589717589	0.019801980198019802	0.11805555555555555	12.646794657582872	single-section within-human spatial support; not external validation
ENSMUSG00000001435	Col18a1	ENSG00000182871	COL18A1	scar_repair_associated	37.59280026623878	True	0.5125725338491296	0.986469875826015	fibroblast_scar_repair_score	0.31599136719623006	0.2008650956754717	100	0.15557657191282392	0.3521316005609243	0.0297029702970297	0.2	12.49594820317738	single-section within-human spatial support; not external validation
ENSMUSG00000021614	Vcan	ENSG00000038427	VCAN	immune_fibrotic_adverse	35.20374769348478	True	0.6254029658284977	1.3412802343415424	immune_fibrotic_activation_score	0.34805015891446733	0.20653808886219602	100	0.19197107231664948	0.3328136629785248	0.04950495049504951	0.17525773195876287	12.490362809156908	single-section within-human spatial support; not external validation
ENSMUSG00000027861	Casq2	ENSG00000118729	CASQ2	mechanical_adverse	34.2084394804805	True	0.5286911669890393	1.062795690094292	mechanical_border_score	0.4203725763170196	0.24266666554047583	100	0.16371435810261353	0.27192381787034053	0.039603960396039604	0.10975609756097561	12.400284238389922	single-section within-human spatial support; not external validation
ENSMUSG00000061353	Cxcl12	ENSG00000107562	CXCL12	scar_repair_associated	37.58499380577856	True	0.3784655061250806	0.7307278476792333	fibroblast_scar_repair_score	0.2779643094577783	0.2610409631678308	100	0.15380636805406278	0.19641920409125155	0.009900990099009901	0.0847457627118644	12.345751958441584	single-section within-human spatial support; not external validation
ENSMUSG00000061983	Rps12	ENSG00000112306	RPS12	scar_repair_associated	37.88715533242373	True	0.9194068343004513	2.8090096735708907	fibroblast_scar_repair_score	0.39767978547614263	0.28386536924971745	100	0.18274583791880689	0.37712904448160817	0.039603960396039604	0.11888111888111888	12.337127663905807	single-section within-human spatial support; not external validation
ENSMUSG00000049775	Tmsb4x	ENSG00000205542	TMSB4X	scar_repair_associated	37.96694556211271	True	0.8949065119277885	2.699778839422517	fibroblast_scar_repair_score	0.44554435174228096	0.35042450323928115	100	0.16562810442492218	0.4984163708224043	0.039603960396039604	0.07913669064748201	12.306359635633541	single-section within-human spatial support; not external validation
ENSMUSG00000040952	Rps19	ENSG00000105372	RPS19	scar_repair_associated	37.57389850068292	True	0.8704061895551257	2.375371080196804	fibroblast_scar_repair_score	0.3594744353842829	0.22139040890503517	100	0.16786957181067874	0.3253499332832576	0.039603960396039604	0.13333333333333333	12.223513278972364	single-section within-human spatial support; not external validation
ENSMUSG00000000740	Rpl13	ENSG00000167526	RPL13	scar_repair_associated	37.65958605429243	True	0.9393939393939394	2.9898918128499665	fibroblast_scar_repair_score	0.3933874294533236	0.3136231516699083	100	0.2616540484503711	0.5417062689323805	0.04950495049504951	0.0958904109589041	12.127447864391174	single-section within-human spatial support; not external validation
ENSMUSG00000074129	Rpl13a	ENSG00000142541	RPL13A	scar_repair_associated	37.7420342590863	True	0.9335912314635719	2.796131101536147	fibroblast_scar_repair_score	0.3935477807212359	0.27275036508337774	100	0.19622893997444343	0.2860100702965747	0.039603960396039604	0.08275862068965517	12.023355649844657	single-section within-human spatial support; not external validation
ENSMUSG00000047675	Rps8	ENSG00000142937	RPS8	scar_repair_associated	37.62538331034263	True	0.8916827852998066	2.505198172677999	fibroblast_scar_repair_score	0.3044828542059691	0.18408834967567078	100	0.1469849441821604	0.29117135137238326	0.039603960396039604	0.14388489208633093	11.977976261926461	single-section within-human spatial support; not external validation
ENSMUSG00000021702	Thbs4	ENSG00000113296	THBS4	mechanical_adverse	36.216896649547394	True	0.3765312701482914	0.7328724308929513	mechanical_border_score	0.32258602557305055	0.32200975157803596	100	0.19065079764815018	0.41193501915073444	0.0297029702970297	0.1016949152542373	11.749075475472202	single-section within-human spatial support; not external validation
ENSMUSG00000028116	Myoz2	ENSG00000172399	MYOZ2	mechanical_adverse	33.77845174270693	True	0.5493230174081238	1.139182800419587	mechanical_border_score	0.3948100700090718	0.24022978337307596	100	0.21650528582142847	0.3322457968407259	0.039603960396039604	0.046511627906976744	11.740953443310246	single-section within-human spatial support; not external validation
ENSMUSG00000068699	Flnc	ENSG00000128591	FLNC	mechanical_adverse	36.34879388844653	True	0.5519019987105094	1.1042244731726076	mechanical_border_score	0.5086990283444237	0.15727711170287972	100	0.2000893526688678	0.40015689052608844	0.0891089108910891	0.20930232558139536	11.726612774717704	single-section within-human spatial support; not external validation
ENSMUSG00000004207	Psap	ENSG00000197746	PSAP	scar_repair_associated	38.39131070917246	True	0.7969052224371374	1.9946238058590808	fibroblast_scar_repair_score	0.31008496267738733	0.2525213452401808	100	0.15861208231875823	0.24176838619704275	0.019801980198019802	0.10483870967741936	11.699219453483678	single-section within-human spatial support; not external validation
ENSMUSG00000036887	C1qa	ENSG00000173372	C1QA	scar_repair_associated	38.95967826083008	True	0.41070277240490005	0.8592925690007794	fibroblast_scar_repair_score	0.212138786177321	0.3696662942749331	100	0.18487781645657728	0.2706120005759904	0.009900990099009901	0.046875	11.647832717063926	single-section within-human spatial support; not external validation
ENSMUSG00000023224	Serping1	ENSG00000149131	SERPING1	scar_repair_associated	38.022773630950645	True	0.4081237911025145	0.7687015670100344	fibroblast_scar_repair_score	0.26983818434320633	0.2297056820101173	100	0.13193018768566261	0.35393868912250204	0.039603960396039604	0.125	11.619029106059237	single-section within-human spatial support; not external validation
ENSMUSG00000017466	Timp2	ENSG00000035862	TIMP2	scar_repair_associated	38.947803119879836	True	0.4951644100580271	0.9581641190553457	fibroblast_scar_repair_score	0.29858408357128424	0.1985076002307967	100	0.09387538305586879	0.12327343190998934	0.019801980198019802	0.10256410256410256	11.612017321940527	single-section within-human spatial support; not external validation
ENSMUSG00000027750	Postn	ENSG00000133110	POSTN	mechanical_adverse	29.198280858968932	True	0.7749838813668601	2.0898265672102747	mechanical_border_score	0.3465403417097648	0.3477422029041798	100	0.21018571834866126	0.4301479370625622	0.039603960396039604	0.06557377049180328	11.603832214193016	single-section within-human spatial support; not external validation
ENSMUSG00000002020	Ltbp2	ENSG00000119681	LTBP2	scar_repair_associated	37.599342566596704	True	0.5544809800128949	1.1238681066573306	fibroblast_scar_repair_score	0.3726277585128793	0.16293809418112618	100	0.20975301977512406	0.37630848058654426	0.07920792079207921	0.29069767441860467	11.561347946426114	single-section within-human spatial support; not external validation
ENSMUSG00000020460	Rps27a	ENSG00000143947	RPS27A	scar_repair_associated	37.566221849625464	True	0.8362346872985171	2.1945412248188365	fibroblast_scar_repair_score	0.30184488756049355	0.16280940679603265	100	0.13236352944630655	0.49981950886124255	0.04950495049504951	0.06923076923076923	11.364915479209115	single-section within-human spatial support; not external validation
ENSMUSG00000064373	Selenop	ENSG00000250722	SELENOP	scar_repair_associated	37.88341103559989	True	0.4229529335912315	0.8719601352124519	fibroblast_scar_repair_score	0.16533690476016769	0.37591998364661183	100	0.17230548057891734	0.32555449733836667	0.009900990099009901	0.04477611940298507	11.350230383784886	single-section within-human spatial support; not external validation
ENSMUSG00000041577	Prelp	ENSG00000188783	PRELP	scar_repair_associated	37.670888233683456	True	0.4655061250805932	0.8789544923283222	fibroblast_scar_repair_score	0.323602992314543	0.18931987466123798	100	0.1638251965850647	0.3290592234729041	0.0594059405940594	0.2876712328767123	11.242987816900957	single-section within-human spatial support; not external validation
ENSMUSG00000091898	Tnnc1	ENSG00000114854	TNNC1	mechanical_adverse	34.20368750243199	True	0.9200515796260477	2.8856764418449616	mechanical_border_score	0.4779032391441713	0.2628463044139659	100	0.2550257785352127	0.5450973934844895	0.0594059405940594	0.16783216783216784	11.21007677752237	single-section within-human spatial support; not external validation
ENSMUSG00000017493	Igfbp4	ENSG00000141753	IGFBP4	scar_repair_associated	38.61181952565766	True	0.48226950354609927	0.9704494187406387	fibroblast_scar_repair_score	0.2644007533978397	0.32304781704573843	100	0.28050143420991824	0.3535914152445097	0.0297029702970297	0.06666666666666667	11.119737853720371	single-section within-human spatial support; not external validation
ENSMUSG00000021939	Ctsb	ENSG00000164733	CTSB	scar_repair_associated	37.76735849436672	True	0.6544165054803353	1.4098802099247205	fibroblast_scar_repair_score	0.22915770356489637	0.20805436561125254	100	0.11698421422744337	0.26966649204820226	0.04950495049504951	0.0784313725490196	11.002397201781536	single-section within-human spatial support; not external validation
ENSMUSG00000038274	Fau	ENSG00000149806	FAU	scar_repair_associated	37.59826893716149	True	0.749838813668601	1.7349567421061631	fibroblast_scar_repair_score	0.18087113780861255	0.12301486263094756	100	0.09423365397793074	0.2625391693659376	0.04950495049504951	0.1111111111111111	10.974115715740565	single-section within-human spatial support; not external validation
ENSMUSG00000023885	Thbs2	ENSG00000186340	THBS2	scar_repair_associated	39.19078493827794	True	0.4938749194068343	0.9468159891856047	fibroblast_scar_repair_score	0.3575148359007172	0.14030428912185972	100	0.15803651918444048	0.41107472120062044	0.07920792079207921	0.2077922077922078	10.807426677741965	single-section within-human spatial support; not external validation
ENSMUSG00000032334	Loxl1	ENSG00000129038	LOXL1	scar_repair_associated	37.8482414148572	True	0.3778207607994842	0.6382363363672608	fibroblast_scar_repair_score	0.30598629959245427	0.1219275195751206	100	0.16426446215048063	0.2643912508357277	0.0891089108910891	0.23728813559322035	10.734222882300488	single-section within-human spatial support; not external validation
ENSMUSG00000002985	Apoe	ENSG00000130203	APOE	scar_repair_associated	39.37365229505947	True	0.3662153449387492	0.7214006237194823	fibroblast_scar_repair_score	0.23931672658983938	0.30254062001949145	100	0.19492598136357972	0.32159374650052247	0.0297029702970297	0.03508771929824561	10.716602113925003	single-section within-human spatial support; not external validation
ENSMUSG00000006221	Hspb7	ENSG00000173641	HSPB7	mechanical_adverse	36.68943150639182	True	0.6479690522243714	1.4749712037950142	mechanical_border_score	0.43279638131161996	0.23463156191049186	100	0.23343945593116203	0.3504983440516792	0.0594059405940594	0.13861386138613863	10.705689178958828	single-section within-human spatial support; not external validation
ENSMUSG00000028464	Tpm2	ENSG00000198467	TPM2	scar_repair_associated	38.10879760736292	True	0.5460992907801419	1.0625502175396	fibroblast_scar_repair_score	0.30123700322366026	0.14739768152468563	100	0.19559203931191743	0.41667325884310213	0.07920792079207921	0.23529411764705882	10.689774960518433	single-section within-human spatial support; not external validation
ENSMUSG00000036905	C1qb	ENSG00000173369	C1QB	scar_repair_associated	39.00210960881557	True	0.3797549967762734	0.7729193373593156	fibroblast_scar_repair_score	0.20600288067587516	0.3109129630512721	100	0.2226502071602165	0.48285254192627	0.039603960396039604	0.03389830508474576	10.507203724733216	single-section within-human spatial support; not external validation
ENSMUSG00000019929	Dcn	ENSG00000011465	DCN	immune_fibrotic_adverse	36.76487280797725	True	0.8626692456479691	2.361621813321194	immune_fibrotic_activation_score	0.3812929768089505	0.35596253818521606	100	0.31278618333858466	0.667786287154921	0.0594059405940594	0.1417910447761194	10.422086219062658	single-section within-human spatial support; not external validation
ENSMUSG00000030560	Ctsc	ENSG00000109861	CTSC	scar_repair_associated	37.67159676847409	True	0.1773049645390071	0.30759133274869205	fibroblast_scar_repair_score	0.1304115276796688	0.15228165255979156	100	0.11637401056977546	0.1713384237509637	0.04950495049504951	0.07142857142857142	10.353897737506584	single-section within-human spatial support; not external validation
ENSMUSG00000036896	C1qc	ENSG00000159189	C1QC	scar_repair_associated	38.76530713631692	True	0.21212121212121213	0.38487119658199287	fibroblast_scar_repair_score	0.1462140243680684	0.22676770201383828	100	0.11308087649519669	0.2693183907972836	0.0297029702970297	0.030303030303030304	10.119708388632652	single-section within-human spatial support; not external validation
ENSMUSG00000021190	Lgmn	ENSG00000100600	LGMN	scar_repair_associated	38.48813773966411	True	0.3301096067053514	0.5812312613534555	fibroblast_scar_repair_score	0.14259983771582344	0.22109109598288498	100	0.1677686856894297	0.3561064526181302	0.039603960396039604	0.019230769230769232	10.009445180141094	single-section within-human spatial support; not external validation
ENSMUSG00000006356	Crip2	ENSG00000182809	CRIP2	mechanical_adverse	34.992932603418204	True	0.5531914893617021	1.1060032767691452	mechanical_border_score	0.26125657247652234	0.19880041059406497	100	0.23461614984272386	0.3748851532280413	0.07920792079207921	0.1744186046511628	9.962888272068437	single-section within-human spatial support; not external validation
ENSMUSG00000052374	Actn2	ENSG00000077522	ACTN2	mechanical_adverse	34.49492910548819	True	0.536428110896196	1.0956819296486127	mechanical_border_score	0.41174054216256933	0.20495287478904128	100	0.2642677353876306	0.497304711187685	0.07920792079207921	0.05952380952380952	9.946633729165892	single-section within-human spatial support; not external validation
ENSMUSG00000031626	Sorbs2	ENSG00000154556	SORBS2	mechanical_adverse	36.01349892974574	True	0.4506769825918762	0.8154375184842911	mechanical_border_score	0.35712388418462576	0.1823532699096809	100	0.25015037746741187	0.3773428358122348	0.0891089108910891	0.1	9.942743305107754	single-section within-human spatial support; not external validation
ENSMUSG00000022371	Col14a1	ENSG00000187955	COL14A1	scar_repair_associated	37.79286324237853	True	0.32753062540296585	0.6099322739631338	fibroblast_scar_repair_score	0.2468247081074815	0.12432854079309336	100	0.14893027185693314	0.2631915476180776	0.0891089108910891	0.17647058823529413	9.892712954527243	single-section within-human spatial support; not external validation
ENSMUSG00000032845	Alpk2	ENSG00000198796	ALPK2	mechanical_adverse	34.2364730230567	True	0.06511927788523533	0.08736365173317467	mechanical_border_score	0.1304057566180098	0.05168058183505554	100	0.03478537934361524	0.04994299369848922	0.019801980198019802	0.18181818181818182	9.841751109662928	single-section within-human spatial support; not external validation
ENSMUSG00000020589	Fam49a	ENSG00000197872	CYRIA	immune_fibrotic_adverse	32.500018606556004	True	0.018052869116698903	0.027164628553265683	immune_fibrotic_activation_score	0.07386613259992408	0.0512490072681691	100	0.033729525736234646	0.041448340666024666	0.009900990099009901	0.3333333333333333	9.831978226934167	single-section within-human spatial support; not external validation
ENSMUSG00000049517	Rps23	ENSG00000186468	RPS23	scar_repair_associated	37.56488831476494	True	0.9110251450676983	2.667065143475372	fibroblast_scar_repair_score	0.3204940612647634	0.21284473588023028	100	0.1866155102874117	0.29234564797310825	0.0594059405940594	0.1056338028169014	9.768034790123792	single-section within-human spatial support; not external validation
ENSMUSG00000026814	Eng	ENSG00000106991	ENG	immune_fibrotic_adverse	34.80176886679815	True	0.4577691811734365	0.8567911160083258	immune_fibrotic_activation_score	0.2518215488202185	0.1441441949842378	100	0.17062783740159973	0.37626939963993017	0.07920792079207921	0.15492957746478872	9.750365912639621	single-section within-human spatial support; not external validation
ENSMUSG00000020427	Igfbp3	ENSG00000146674	IGFBP3	immune_fibrotic_adverse	32.63227153147795	True	0.4300451321727917	0.8397780941967109	immune_fibrotic_activation_score	0.27092298675952686	0.14313217390122002	100	0.1980842942274799	0.38999788058706436	0.0891089108910891	0.13432835820895522	9.700164786228802	single-section within-human spatial support; not external validation
ENSMUSG00000038900	Rpl12	ENSG00000197958	RPL12	scar_repair_associated	37.548337468195236	True	0.8504190844616376	2.241296379219733	fibroblast_scar_repair_score	0.24987609459767257	0.15090530630491036	100	0.17457555357828697	0.48060345001599336	0.07920792079207921	0.14393939393939395	9.650771719101188	single-section within-human spatial support; not external validation
ENSMUSG00000040690	Col16a1	ENSG00000084636	COL16A1	scar_repair_associated	37.56153102433487	True	0.28497743391360414	0.4616132456936794	fibroblast_scar_repair_score	0.26296910523233336	0.12001498081251204	100	0.16839273984354414	0.2127400960116088	0.0891089108910891	0.13333333333333333	9.644481298060667	single-section within-human spatial support; not external validation
ENSMUSG00000013465	Nelfb	ENSG00000188986	NELFB	immune_fibrotic_adverse	32.772981709053944	True	0.06640876853642812	0.09990702083702174	immune_fibrotic_activation_score	0.08137616175186481	0.04154240886419823	100	0.035891190014267764	0.04884852746165171	0.04950495049504951	0.18181818181818182	9.599153166513767	single-section within-human spatial support; not external validation
