human_gene_name	human_gene_id	primary_state	drug_key	drug_name	sources	pair_source_count	raw_actions	normalized_action	desired_action	direction_match	mechanism_text	max_clinical_phase	approval_or_warning	disease_context	upstream_evidence_sources	mouse_spatial_score	human_support_score	pharmacology_score	repair_safety_penalty	target_final_priority_score	target_priority_tier	pair_qualifies_for_tier_a	claim_boundary
COL6A2	ENSG00000142173	immune_fibrotic_adverse	CHEMBL2108709	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	ChEMBL; Open Targets	2	HYDROLYTIC ENZYME	unknown	inhibit	unknown	Collagen hydrolytic enzyme	4.0		Abnormality of connective tissue; Dupuytren Contracture; Dysphagia; Esophageal stricture; Penile Fibromatosis; Peyronie disease; Plantar Fasciitis; Skin ulcer; Urethral stricture; Uterine leiomyoma; cellulite; chronic total coronary artery occlusion; chronic total occlusion of coronary artery; chronic wound; contracture; coronary artery disorder; cutaneous ulcers; decubitus ulcer; dermal ulcers; dermatome wounds; diabetic foot; duputrens contracture; edematous fibrosclerotic panniculopathy; erectile dysfunction; finger joint contracture; flexor tendon adhesions; frozen shoulder; full-thickness wounds; joint contracture; lipoma; metacarpophalangeal joint contractures; minor partial thickness burns; necrotic tissue; palmar fibromatosis; partial-thickness facial burns; plantar fibromatosis; proximal interphalangeal joint contractures; sarcoidosis; second degree burn; skin burns; subcutaneous tissue disorder; ulcer disease; uterine corpus leiomyoma	ChEMBL mechanism; Open Targets Platform	37.11388253125003	13.689627215818795	24.49645966091785	4.0	71.29996940798668	tier_b	False	therapeutic hypothesis; not efficacy or treatment recommendation
COL6A2	ENSG00000142173	immune_fibrotic_adverse	RXCUI:29998	OCRIPLASMIN	DGIdb	1	cleavage: INHIBITORY	inhibit	inhibit	protective_conflict	DGIdb interaction type	0.0			ChEMBL	37.11388253125003	13.689627215818795	24.49645966091785	4.0	71.29996940798668	tier_b	False	therapeutic hypothesis; not efficacy or treatment recommendation
COL6A2	ENSG00000142173	immune_fibrotic_adverse	RXCUI:898492	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	DGIdb	1	cleavage: INHIBITORY	inhibit	inhibit	protective_conflict	DGIdb interaction type	0.0			ChEMBL	37.11388253125003	13.689627215818795	24.49645966091785	4.0	71.29996940798668	tier_b	False	therapeutic hypothesis; not efficacy or treatment recommendation
CSF1	ENSG00000184371	immune_fibrotic_adverse	CHEMBL2109512	MCS-110	ChEMBL; DGIdb; Open Targets	3	INHIBITOR; inhibitor: INHIBITORY	inhibit	inhibit	matched	DGIdb interaction type; Macrophage colony-stimulating factor 1 inhibitor	2.0		advanced malignancy; bone metastases; breast cancer; gastric cancer; melanoma; prostate cancer; tenosynovial giant cell tumor, diffuse type; triple-negative breast carcinoma	ChEMBL; ChEMBL mechanism; Open Targets Platform	35.68213445869026	4.630174891277472	18.0	1.0	57.31230934996773	tier_b	False	therapeutic hypothesis; not efficacy or treatment recommendation
CSF1	ENSG00000184371	immune_fibrotic_adverse	CHEMBL2109513	PD-360324	ChEMBL; DGIdb; Open Targets	3	INHIBITOR; inhibitor: INHIBITORY	inhibit	inhibit	matched	DGIdb interaction type; Macrophage colony-stimulating factor 1 inhibitor	2.0		cutaneous lupus erythematosus; gastric cancer; head and neck squamous cell carcinoma; melanoma; non-small cell lung carcinoma; ovarian cancer; pigmented villonodular synovitis; pulmonary sarcoidosis; rheumatoid arthritis; small cell lung carcinoma; tenosynovial giant cell tumor; triple-negative breast carcinoma; urinary bladder carcinoma	ChEMBL; ChEMBL mechanism; Open Targets Platform	35.68213445869026	4.630174891277472	18.0	1.0	57.31230934996773	tier_b	False	therapeutic hypothesis; not efficacy or treatment recommendation
CSF1	ENSG00000184371	immune_fibrotic_adverse	NCIT:C125548	EMACTUZUMAB	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			TTD	35.68213445869026	4.630174891277472	18.0	1.0	57.31230934996773	tier_b	False	therapeutic hypothesis; not efficacy or treatment recommendation
CSF1	ENSG00000184371	immune_fibrotic_adverse	NCIT:C129688	CSF1R INHIBITOR PLX73086	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			TTD	35.68213445869026	4.630174891277472	18.0	1.0	57.31230934996773	tier_b	False	therapeutic hypothesis; not efficacy or treatment recommendation
CSF1	ENSG00000184371	immune_fibrotic_adverse	NCIT:C571	ANTISERUM	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			NCI	35.68213445869026	4.630174891277472	18.0	1.0	57.31230934996773	tier_b	False	therapeutic hypothesis; not efficacy or treatment recommendation
CSF1	ENSG00000184371	immune_fibrotic_adverse	RXCUI:2183102	PEXIDARTINIB	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			CIViC	35.68213445869026	4.630174891277472	18.0	1.0	57.31230934996773	tier_b	False	therapeutic hypothesis; not efficacy or treatment recommendation
CSF1	ENSG00000184371	immune_fibrotic_adverse	RXCUI:3100	DACTINOMYCIN	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			NCI	35.68213445869026	4.630174891277472	18.0	1.0	57.31230934996773	tier_b	False	therapeutic hypothesis; not efficacy or treatment recommendation
CXCL12	ENSG00000107562	scar_repair_associated	CHEMBL4594485	OLAPTESED PEGOL	ChEMBL; DGIdb; Open Targets	3	INHIBITOR; inhibitor: INHIBITORY	inhibit	context_dependent	protective_conflict	DGIdb interaction type; Stromal cell-derived factor 1 inhibitor	2.0		B-cell chronic lymphocytic leukemia; colorectal cancer; glioblastoma; macular degeneration; malignant pancreatic neoplasm; microsatellite-stable metastatic pancreatic cancer; plasma cell myeloma	ChEMBL; ChEMBL mechanism; Open Targets Platform	37.58499380577856	12.345751958441584	23.00647066125395	18.0	54.93721642547409	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
CXCL12	ENSG00000107562	scar_repair_associated	NCIT:C99379	OLAPTESED PEGOL	DGIdb	1		unknown	context_dependent	unknown	DGIdb interaction type	0.0			TTD	37.58499380577856	12.345751958441584	23.00647066125395	18.0	54.93721642547409	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
CXCL12	ENSG00000107562	scar_repair_associated	RXCUI:11202	VINCRISTINE	DGIdb	1		unknown	context_dependent	unknown	DGIdb interaction type	0.0			PharmGKB	37.58499380577856	12.345751958441584	23.00647066125395	18.0	54.93721642547409	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
CXCL12	ENSG00000107562	scar_repair_associated	RXCUI:117055	ALEMTUZUMAB	DGIdb	1		unknown	context_dependent	unknown	DGIdb interaction type	0.0			PharmGKB	37.58499380577856	12.345751958441584	23.00647066125395	18.0	54.93721642547409	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
CXCL12	ENSG00000107562	scar_repair_associated	RXCUI:121191	RITUXIMAB	DGIdb	1		unknown	context_dependent	unknown	DGIdb interaction type	0.0			PharmGKB	37.58499380577856	12.345751958441584	23.00647066125395	18.0	54.93721642547409	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
CXCL12	ENSG00000107562	scar_repair_associated	RXCUI:1545988	CYCLOPHOSPHAMIDE ANHYDROUS	DGIdb	1		unknown	context_dependent	unknown	DGIdb interaction type	0.0			PharmGKB	37.58499380577856	12.345751958441584	23.00647066125395	18.0	54.93721642547409	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
CXCL12	ENSG00000107562	scar_repair_associated	RXCUI:2346	CHLORAMBUCIL	DGIdb	1		unknown	context_dependent	unknown	DGIdb interaction type	0.0			PharmGKB	37.58499380577856	12.345751958441584	23.00647066125395	18.0	54.93721642547409	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
CXCL12	ENSG00000107562	scar_repair_associated	RXCUI:24698	FLUDARABINE	DGIdb	1		unknown	context_dependent	unknown	DGIdb interaction type	0.0			PharmGKB	37.58499380577856	12.345751958441584	23.00647066125395	18.0	54.93721642547409	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
CXCL12	ENSG00000107562	scar_repair_associated	RXCUI:8640	PREDNISONE	DGIdb	1		unknown	context_dependent	unknown	DGIdb interaction type	0.0			PharmGKB	37.58499380577856	12.345751958441584	23.00647066125395	18.0	54.93721642547409	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
DCN	ENSG00000011465	immune_fibrotic_adverse	NCIT:C584	RECOMBINANT INTERFERON	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			NCI	36.76487280797725	10.422086219062658	1.5	4.0	44.686959027039904	tier_c	False	therapeutic hypothesis; not efficacy or treatment recommendation
DCN	ENSG00000011465	immune_fibrotic_adverse	RXCUI:1151	ASCORBIC ACID	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			NCI	36.76487280797725	10.422086219062658	1.5	4.0	44.686959027039904	tier_c	False	therapeutic hypothesis; not efficacy or treatment recommendation
DCN	ENSG00000011465	immune_fibrotic_adverse	RXCUI:35302	SIROLIMUS	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			NCI	36.76487280797725	10.422086219062658	1.5	4.0	44.686959027039904	tier_c	False	therapeutic hypothesis; not efficacy or treatment recommendation
DES	ENSG00000175084	mechanical_adverse	NCIT:C866	TETRADECANOYLPHORBOL ACETATE	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			NCI	37.64552808154198	13.219260379846258	7.5	12.0	46.364788461388244	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
DES	ENSG00000175084	mechanical_adverse	RXCUI:1367075	THROMBIN ALFA	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			NCI	37.64552808154198	13.219260379846258	7.5	12.0	46.364788461388244	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
EEF1A1	ENSG00000156508	scar_repair_associated	CHEMBL2303630	SPARSOMYCIN	DGIdb	1		unknown	context_dependent	unknown	DGIdb interaction type	0.0			DTC	38.10046553330683	13.87244563850331	10.5	12.0	50.47291117181014	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
EEF1A1	ENSG00000156508	scar_repair_associated	NCIT:C866	TETRADECANOYLPHORBOL ACETATE	DGIdb	1		unknown	context_dependent	unknown	DGIdb interaction type	0.0			NCI	38.10046553330683	13.87244563850331	10.5	12.0	50.47291117181014	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
EMP1	ENSG00000134531	immune_fibrotic_adverse	RXCUI:328134	GEFITINIB	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			NCI	36.75728514517308	6.852693510445908	1.5	0.0	45.10997865561899	tier_b	False	therapeutic hypothesis; not efficacy or treatment recommendation
ENG	ENSG00000106991	immune_fibrotic_adverse	CHEMBL2109321	CAROTUXIMAB	ChEMBL; DGIdb; Open Targets	3	INHIBITOR; inhibitor: INHIBITORY	inhibit	inhibit	matched	DGIdb interaction type; Endoglin inhibitor	3.0		age-related macular degeneration; angiosarcoma; breast cancer; choriocarcinoma; fallopian tube cancer; fallopian tube carcinoma; gestational trophoblastic neoplasm; glioblastoma; hepatocellular carcinoma; kidney cancer; lung cancer; macular degeneration; malignant epithelial tumor of ovary; non-small cell lung carcinoma; non-small cell squamous lung carcinoma; ovarian cancer; ovarian carcinoma; peritoneum cancer; primary peritoneal carcinoma; prostate adenocarcinoma; prostate cancer; recurrent glioblastoma; renal cell carcinoma; soft tissue sarcoma; solid cancer; solid tumor; urothelial carcinoma	ChEMBL; ChEMBL mechanism; Open Targets Platform	34.80176886679815	9.750365912639621	20.888693907032213	8.0	57.440828686469985	tier_b	False	therapeutic hypothesis; not efficacy or treatment recommendation
ENG	ENSG00000106991	immune_fibrotic_adverse	IUPHAR.LIGAND:9098	CAROTUXIMAB	DGIdb	1	antibody: INHIBITORY	inhibit	inhibit	matched	DGIdb interaction type	0.0			GuideToPharmacology	34.80176886679815	9.750365912639621	20.888693907032213	8.0	57.440828686469985	tier_b	False	therapeutic hypothesis; not efficacy or treatment recommendation
ENG	ENSG00000106991	immune_fibrotic_adverse	NCIT:C74010	CAROTUXIMAB	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			TTD; TdgClinicalTrial	34.80176886679815	9.750365912639621	20.888693907032213	8.0	57.440828686469985	tier_b	False	therapeutic hypothesis; not efficacy or treatment recommendation
ENG	ENSG00000106991	immune_fibrotic_adverse	RXCUI:6851	METHOTREXATE	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			PharmGKB	34.80176886679815	9.750365912639621	20.888693907032213	8.0	57.440828686469985	tier_b	False	therapeutic hypothesis; not efficacy or treatment recommendation
FN1	ENSG00000115414	scar_repair_associated	CHEMBL1743060	RADRETUMAB	ChEMBL; DGIdb; Open Targets	3	BINDING AGENT; binder: None	unknown	context_dependent	unknown	DGIdb interaction type; Fibronectin binding agent	2.0		haematological malignancy; non-small cell lung carcinoma	ChEMBL; ChEMBL mechanism; Open Targets Platform	38.42100883309308	16.67872935562358	30.0	14.0	71.09973818871666	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
FN1	ENSG00000115414	scar_repair_associated	CHEMBL2095222	OCRIPLASMIN	ChEMBL; Open Targets	2	PROTEOLYTIC ENZYME	unknown	context_dependent	unknown	Fibronectin proteolytic enzyme	4.0		Abnormal retinal morphology; age-related macular degeneration; deep vein thrombosis; diabetic macular edema; exudative age-related macular degeneration; eye disorder; focal vitreomacular adhesion; ischemic stroke; macular holes; non-proliferative diabetic retinopathy; patients scheduled for vitrectomy; peripheral arterial occlusion; retinal vein occlusion; stroke disorder; surgical vitrectomy; symptomatic vitreomacular adhesion; uveitic macular edema; vitreomacular adhesion; vitreomacular traction; vitreomacular traction maculopathy	ChEMBL mechanism; Open Targets Platform	38.42100883309308	16.67872935562358	30.0	14.0	71.09973818871666	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
FN1	ENSG00000115414	scar_repair_associated	CHEMBL2109412	L19SIP 131I	ChEMBL; DGIdb	2	OTHER; other/unknown: None	unknown	context_dependent	unknown	DGIdb interaction type; Fibronectin other	2.0			ChEMBL; ChEMBL mechanism	38.42100883309308	16.67872935562358	30.0	14.0	71.09973818871666	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
FN1	ENSG00000115414	scar_repair_associated	CHEMBL2109413	AS-1409	ChEMBL; DGIdb; Open Targets	3	BINDING AGENT; binder: None	unknown	context_dependent	unknown	DGIdb interaction type; Fibronectin binding agent	1.0		melanoma; renal cell carcinoma	ChEMBL; ChEMBL mechanism; Open Targets Platform	38.42100883309308	16.67872935562358	30.0	14.0	71.09973818871666	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
FN1	ENSG00000115414	scar_repair_associated	CHEMBL2109529	MU-BC-1	ChEMBL; DGIdb	2	BINDING AGENT; binder: None	unknown	context_dependent	unknown	DGIdb interaction type; Fibronectin binding agent	1.0			ChEMBL; ChEMBL mechanism	38.42100883309308	16.67872935562358	30.0	14.0	71.09973818871666	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
FN1	ENSG00000115414	scar_repair_associated	CHEMBL2109589	L19TNFA	ChEMBL; DGIdb; Open Targets	3	BINDING AGENT; binder: None	unknown	context_dependent	unknown	DGIdb interaction type; Fibronectin binding agent	2.0		colorectal cancer	ChEMBL; ChEMBL mechanism; Open Targets Platform	38.42100883309308	16.67872935562358	30.0	14.0	71.09973818871666	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
FN1	ENSG00000115414	scar_repair_associated	CHEMBL2109608	L19IL2	ChEMBL; DGIdb; Open Targets	3	BINDING AGENT; binder: None	unknown	context_dependent	unknown	DGIdb interaction type; Fibronectin binding agent	3.0		basal cell carcinoma; clear cell renal carcinoma; colorectal adenocarcinoma; cutaneous squamous cell carcinoma; diffuse large B-cell lymphoma; melanoma; non-small cell lung carcinoma; pancreatic adenocarcinoma; renal cell carcinoma; skin cancer; solid tumors; solid tumours	CIViC; ChEMBL; ChEMBL mechanism; Open Targets Platform	38.42100883309308	16.67872935562358	30.0	14.0	71.09973818871666	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
FN1	ENSG00000115414	scar_repair_associated	DRUGBANK:DB05182	AS1409	DGIdb	1		unknown	context_dependent	unknown	DGIdb interaction type	0.0			TdgClinicalTrial	38.42100883309308	16.67872935562358	30.0	14.0	71.09973818871666	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
FN1	ENSG00000115414	scar_repair_associated	NCIT:C154627	DAROMUN	DGIdb	1		unknown	context_dependent	unknown	DGIdb interaction type	0.0			CIViC	38.42100883309308	16.67872935562358	30.0	14.0	71.09973818871666	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
FN1	ENSG00000115414	scar_repair_associated	NCIT:C166939	ONFEKAFUSP ALFA	DGIdb	1		unknown	context_dependent	unknown	DGIdb interaction type	0.0			TTD	38.42100883309308	16.67872935562358	30.0	14.0	71.09973818871666	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
FN1	ENSG00000115414	scar_repair_associated	RXCUI:29998	OCRIPLASMIN	DGIdb	1	cleavage: INHIBITORY	inhibit	context_dependent	protective_conflict	DGIdb interaction type	0.0			ChEMBL; TTD	38.42100883309308	16.67872935562358	30.0	14.0	71.09973818871666	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
FN1	ENSG00000115414	scar_repair_associated	RXCUI:3098	DACARBAZINE	DGIdb	1		unknown	context_dependent	unknown	DGIdb interaction type	0.0			CIViC	38.42100883309308	16.67872935562358	30.0	14.0	71.09973818871666	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL119405	BENZENETHIOL	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL12208	HYMECROMONE	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL1231107	CYROMAZINE	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL141305	CYCLOFENIL	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL1441574	BENZO(K)FLUORANTHENE	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL1452696	FEPRAZONE	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL1517651	HYDRASTININE HYDROCHLORIDE	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL1569545	CRIDANIMOD	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL1935538	CHEMBL:CHEMBL1935538	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL2094499	CHEMBL:CHEMBL2094499	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL225164	CLOXYQUIN	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL2332783	CHEMBL:CHEMBL2332783	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL3039553	APATORSEN SODIUM	Open Targets	1		unknown	inhibit	unknown	Open Targets drug-clinical candidate association	0.0		breast cancer; lung cancer; ovarian cancer; prostate cancer; transitional cell carcinoma; urinary bladder carcinoma	Open Targets Platform	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL3039556	APATORSEN	Open Targets	1		unknown	inhibit	unknown	Open Targets drug-clinical candidate association	0.0		breast cancer; exocrine pancreatic carcinoma; lung cancer; non-small cell lung carcinoma; ovarian cancer; prostate cancer; prostate-specific antigen progression; squamous cell lung carcinoma; superficial bladder cancer; transitional cell carcinoma; urinary bladder carcinoma; urothelial carcinoma	Open Targets Platform	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL312163	RHAMNETIN	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL333177	CHEMBL:CHEMBL333177	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL453863	TEROXIRONE	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL454173	ZEARALENONE	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL501562	DICARBONODITHIOIMIDIC DIAMIDE	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	CHEMBL90017	ALPHA-TERTHIENYL	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	DRUGBANK:DB01445	BUFOTENINE	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	IUPHAR.LIGAND:2745	GUGGULSTERONE	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	NCIT:C1934	DIFFERENTIATION INDUCER	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			NCI	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	NCIT:C1967	TYROSINE KINASE INHIBITOR	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			NCI	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	NCIT:C2089	PROTEIN KINASE C INHIBITOR	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			NCI	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	NCIT:C483	THERAPEUTIC ESTROGEN	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			NCI	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	NCIT:C71740	APATORSEN	DGIdb	1	inhibitor: INHIBITORY	inhibit	inhibit	protective_conflict	DGIdb interaction type	0.0			CancerCommons; TTD; TdgClinicalTrial	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	NCIT:C75228	NOCODAZOLE	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	RXCUI:10763	TRIAMTERENE	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	RXCUI:108118	MOMETASONE	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			DTC	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
HSPB1	ENSG00000106211	mechanical_adverse	RXCUI:1098	ARGIPRESSIN	DGIdb	1		unknown	inhibit	unknown	DGIdb interaction type	0.0			NCI	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	caution_protective	False	therapeutic hypothesis; not efficacy or treatment recommendation
