mouse_gene_id	mouse_gene_name	human_gene_id	human_gene_name	primary_state	mouse_spatial_score	human_detected	human_detection_fraction	human_mean_log_expression	intended_score_column	intended_score_pearson_r	graph_morans_i	matched_null_n	matched_null_moran_p95	matched_null_moran_p99	moran_empirical_upper_p	hotspot_overlap_fraction	human_support_score	interpretation	open_targets_found	open_targets_tractability_labels	open_targets_tractability_modalities	open_targets_cv_disease_score	open_targets_cv_diseases	open_targets_is_essential	open_targets_safety_liability_count	open_targets_safety_events	open_targets_drug_count	chembl_target_id	chembl_target_type	chembl_mechanism_count	dgidb_interaction_count	pharmacology_source_count	known_drug_or_interaction_count	highest_clinical_phase	pharmacology_status
ENSMUSG00000036887	C1qa	ENSG00000173372	C1QA	scar_repair_associated	38.95967826083008	True	0.41070277240490005	0.8592925690007794	fibroblast_scar_repair_score	0.212138786177321	0.3696662942749331	100	0.18487781645657728	0.2706120005759904	0.009900990099009901	0.046875	11.647832717063926	single-section within-human spatial support; not external validation	True	GO CC high conf; Structure with Ligand; UniProt SigP or TMHMM; UniProt loc high conf	AB; SM	0.0		False	0		0			0	1	1	1	0.0	available
ENSMUSG00000027861	Casq2	ENSG00000118729	CASQ2	mechanical_adverse	34.2084394804805	True	0.5286911669890393	1.062795690094292	mechanical_border_score	0.4203725763170196	0.24266666554047583	100	0.16371435810261353	0.27192381787034053	0.039603960396039604	0.10975609756097561	12.400284238389922	single-section within-human spatial support; not external validation	True	Med-Quality Pocket; UniProt SigP or TMHMM	AB; SM	0.18770630828303625	cardiomyopathy; hypertrophic cardiomyopathy; Rare familial disorder with hypertrophic cardiomyopathy; familial isolated dilated cardiomyopathy; hypertrophic cardiomyopathy 12; Familial dilated cardiomyopathy with conduction defect due to LMNA mutation; dilated cardiomyopathy 1E; hypertrophic cardiomyopathy 14	False	0		0			0	0	0	0	0	unavailable
ENSMUSG00000049103	Ccr2	ENSG00000121807	CCR2	scar_repair_associated	33.771147530522995	True	0.015473887814313346	0.023445891370355815	fibroblast_scar_repair_score	0.0319553353701707	-0.0053973473510879255	100	0.023528738644024737	0.034012808499570925	0.6633663366336634	0.0	0.810687524793558	single-section within-human spatial support; not external validation	True	Advanced Clinical; Druggable Family; GO CC high conf; Half-life Data; High-Quality Ligand; Human Protein Atlas loc; Small Molecule Binder; Structure with Ligand; UniProt SigP or TMHMM; UniProt loc high conf	AB; OC; PR; SM	0.0		False	0		10	CHEMBL4015	SINGLE PROTEIN	10	53	3	73	3.0	available
ENSMUSG00000024610	Cd74	ENSG00000019582	CD74	immune_fibrotic_adverse	38.246395779255145	True	0.7524177949709865	1.9214096049126634	immune_fibrotic_activation_score	0.41051260116600446	0.4108615829784298	100	0.21955589604612621	0.5194905378720104	0.0297029702970297	0.21367521367521367	13.172477316397735	single-section within-human spatial support; not external validation	True	Advanced Clinical; Approved Drug; Database Ubiquitination; GO CC high conf; Half-life Data; High-Quality Ligand; High-Quality Pocket; Small Molecule Binder; UniProt SigP or TMHMM; UniProt loc high conf	AB; PR; SM	0.0		False	0		2	CHEMBL4692	SINGLE PROTEIN	1	5	3	8	2.0	available
ENSMUSG00000042254	Cilp	ENSG00000138615	CILP	mechanical_adverse	36.32020344733499	True	0.16054158607350097	0.24442320612543242	mechanical_border_score	0.19359181933205744	0.12194394777357408	100	0.16314778140581276	0.32851764197123556	0.09900990099009901	0.12	9.121550915992344	single-section within-human spatial support; not external validation	True	Database Ubiquitination; GO CC high conf; UniProt SigP or TMHMM; UniProt loc high conf	AB; PR	0.0753326937132317	familial dilated cardiomyopathy; heart failure; diabetic cardiomyopathy; myocardial infarction; ischemic cardiomyopathy; congestive heart failure	False	0		0			0	0	0	0	0	unavailable
ENSMUSG00000001270	Ckb	ENSG00000166165	CKB	immune_fibrotic_adverse	35.948771564452755	True	0.21147646679561574	0.3065987373120049	immune_fibrotic_activation_score	0.017390168166395655	0.093128166415724	100	0.14072667317453352	0.25562856188236976	0.1485148514851485	0.029411764705882353	4.339635126645433	single-section within-human spatial support; not external validation	True	Database Ubiquitination; GO CC med conf; Half-life Data; High-Quality Pocket; Structure with Ligand; UniProt Ubiquitination; UniProt loc high conf	AB; PR; SM	0.06981861044809776	coronary artery disorder; myocardial infarction; acute myocardial infarction	False	0		0	CHEMBL6049	SINGLE PROTEIN	0	0	0	0	0	unavailable
ENSMUSG00000001435	Col18a1	ENSG00000182871	COL18A1	scar_repair_associated	37.59280026623878	True	0.5125725338491296	0.986469875826015	fibroblast_scar_repair_score	0.31599136719623006	0.2008650956754717	100	0.15557657191282392	0.3521316005609243	0.0297029702970297	0.2	12.49594820317738	single-section within-human spatial support; not external validation	True	Approved Drug; Database Ubiquitination; GO CC high conf; Half-life Data; UniProt SigP or TMHMM; UniProt loc high conf; UniProt loc med conf	AB; OC; PR	0.1511203194950129	hypertrophic cardiomyopathy; coronary artery disorder; congestive heart failure; myocardial infarction	False	0		2	CHEMBL2364188	PROTEIN COMPLEX GROUP	2	14	3	18	4.0	available
ENSMUSG00000001506	Col1a1	ENSG00000108821	COL1A1	scar_repair_associated	38.43757856171216	True	0.965183752417795	4.023580731456279	fibroblast_scar_repair_score	0.7929183358200005	0.5906255069591508	100	0.1187098890713495	0.24524608890483673	0.009900990099009901	0.38666666666666666	17.850843348253335	single-section within-human spatial support; not external validation	True	Approved Drug; Database Ubiquitination; GO CC high conf; Half-life Data; Structure with Ligand; UniProt SigP or TMHMM; UniProt loc med conf	AB; OC; PR; SM	0.0		False	1	bone density	2	CHEMBL3030	SINGLE PROTEIN	0	7	2	9	0.0	available
ENSMUSG00000029661	Col1a2	ENSG00000164692	COL1A2	scar_repair_associated	38.386077584488724	True	0.9677627337201805	3.981233158389497	fibroblast_scar_repair_score	0.7627940727210216	0.5960697299573432	100	0.11702517776994674	0.37134971218606305	0.009900990099009901	0.39072847682119205	17.702592250895666	single-section within-human spatial support; not external validation	True	Approved Drug; GO CC high conf; UniProt SigP or TMHMM; UniProt loc med conf	AB; OC	0.0		False	0		2	CHEMBL2685	SINGLE PROTEIN	0	8	2	10	0.0	available
ENSMUSG00000026043	Col3a1	ENSG00000168542	COL3A1	scar_repair_associated	38.30561679246617	True	0.9638942617666022	3.8042527548996374	fibroblast_scar_repair_score	0.7015781550179152	0.5494140978163601	100	0.14666097502481767	0.16974023150189907	0.009900990099009901	0.3	16.60946893010749	single-section within-human spatial support; not external validation	True	Approved Drug; Database Ubiquitination; GO CC high conf; UniProt SigP or TMHMM; UniProt loc med conf	AB; OC; PR	0.0		False	1	regulation of gene expression	2	CHEMBL2364188	PROTEIN COMPLEX GROUP	2	2	3	6	4.0	available
ENSMUSG00000026837	Col5a1	ENSG00000130635	COL5A1	scar_repair_associated	38.09648599864171	True	0.6228239845261122	1.3373924653105642	fibroblast_scar_repair_score	0.4483361737941337	0.19499415156921157	100	0.14475501816572153	0.24572420165473538	0.0297029702970297	0.28865979381443296	13.999295393280267	single-section within-human spatial support; not external validation	True	Approved Drug; Database Ubiquitination; GO CC high conf; UniProt SigP or TMHMM; UniProt loc med conf	AB; OC; PR	0.2010206006259119	cardiomyopathy	False	0		2	CHEMBL2364188	PROTEIN COMPLEX GROUP	2	2	3	6	4.0	available
ENSMUSG00000001119	Col6a1	ENSG00000142156	COL6A1	immune_fibrotic_adverse	37.35714096737006	True	0.7388781431334622	1.8566564410089765	immune_fibrotic_activation_score	0.4760552370198293	0.3632175775253337	100	0.17835300671470233	0.28924798096489457	0.009900990099009901	0.2	14.456331422118977	single-section within-human spatial support; not external validation	True	Approved Drug; Database Ubiquitination; GO CC high conf; Half-life Data; UniProt SigP or TMHMM; UniProt loc med conf	AB; OC; PR	0.0		False	0		2	CHEMBL2364188	PROTEIN COMPLEX GROUP	2	2	3	6	4.0	available
ENSMUSG00000020241	Col6a2	ENSG00000142173	COL6A2	immune_fibrotic_adverse	37.11388253125003	True	0.7633784655061251	1.9365251611961827	immune_fibrotic_activation_score	0.4678790457737207	0.33181000901671664	100	0.1282580410251915	0.2661785386694014	0.019801980198019802	0.23529411764705882	13.689627215818795	single-section within-human spatial support; not external validation	True	Approved Drug; Database Ubiquitination; GO CC high conf; UniProt SigP or TMHMM; UniProt loc high conf	AB; OC; PR	0.04137163840982103	coronary artery disorder	False	0		2	CHEMBL2364188	PROTEIN COMPLEX GROUP	2	2	3	6	4.0	available
ENSMUSG00000006356	Crip2	ENSG00000182809	CRIP2	mechanical_adverse	34.992932603418204	True	0.5531914893617021	1.1060032767691452	mechanical_border_score	0.26125657247652234	0.19880041059406497	100	0.23461614984272386	0.3748851532280413	0.07920792079207921	0.1744186046511628	9.962888272068437	single-section within-human spatial support; not external validation	True	Database Ubiquitination; Half-life Data; Human Protein Atlas loc	AB; PR	0.010348235931171651	myocardial infarction; heart failure; cardiomyopathy	False	0		0			0	0	0	0	0	unavailable
ENSMUSG00000032060	Cryab	ENSG00000109846	CRYAB	mechanical_adverse	36.75006911126382	True	0.8755641521598968	2.6669215516354234	mechanical_border_score	0.5136845584290634	0.3753887914176199	100	0.12240836184122679	0.19301023181444962	0.009900990099009901	0.2426470588235294	15.023283821162615	single-section within-human spatial support; not external validation	True	Database Ubiquitination; GO CC med conf; High-Quality Ligand; Human Protein Atlas loc; Small Molecule Binder; Structure with Ligand; UniProt loc high conf	AB; PR; SM	0.7165346262581909	dilated cardiomyopathy 1II; familial isolated dilated cardiomyopathy; cardiomyopathy, familial restrictive, 1; cardiomyopathy; hypertrophic cardiomyopathy; dilated cardiomyopathy; familial hypertrophic cardiomyopathy; Rare familial disorder with hypertrophic cardiomyopathy	False	0		0	CHEMBL3621022	SINGLE PROTEIN	0	0	0	0	0	unavailable
ENSMUSG00000014599	Csf1	ENSG00000184371	CSF1	immune_fibrotic_adverse	35.68213445869026	True	0.038039974210186976	0.059245787716112136	immune_fibrotic_activation_score	0.07365154270055442	0.020236260035629942	100	0.03791945265684025	0.05979844281831603	0.297029702970297	0.3333333333333333	4.630174891277472	single-section within-human spatial support; not external validation	True	Advanced Clinical; GO CC high conf; Human Protein Atlas loc; UniProt SigP or TMHMM; UniProt loc high conf; UniProt loc med conf	AB	0.0		False	1	regulation of gene expression	2	CHEMBL3989382	SINGLE PROTEIN	2	7	3	11	2.0	available
ENSMUSG00000030470	Csrp3	ENSG00000129170	CSRP3	mechanical_adverse	36.69185122056544	True	0.7176015473887815	1.7912238003534184	mechanical_border_score	0.49441288520700977	0.3244861792459322	100	0.17308669831276172	0.2846259717305712	0.019801980198019802	0.15178571428571427	13.180763025527773	single-section within-human spatial support; not external validation	True	Database Ubiquitination	PR	0.7622506507320639	dilated cardiomyopathy 1M; hypertrophic cardiomyopathy 12; hypertrophic cardiomyopathy; familial isolated dilated cardiomyopathy; cardiomyopathy; Rare familial disorder with hypertrophic cardiomyopathy; dilated cardiomyopathy; familial hypertrophic cardiomyopathy	False	0		0			0	0	0	0	0	unavailable
ENSMUSG00000054196	Cthrc1	ENSG00000164932	CTHRC1	scar_repair_associated	36.54058653315989	True	0.23017408123791103	0.3730975973244468	fibroblast_scar_repair_score	0.24526086642928166	0.03035102266027962	100	0.15648370988573826	0.25540031782155076	0.5841584158415841	0.25	7.47156519857569	single-section within-human spatial support; not external validation	True	GO CC med conf; UniProt SigP or TMHMM; UniProt loc med conf	AB	0.08893703887333997	myocardial infarction; infantile hypertrophic cardiomyopathy due to MRPL44 deficiency	False	0		0			0	0	0	0	0	unavailable
ENSMUSG00000061353	Cxcl12	ENSG00000107562	CXCL12	scar_repair_associated	37.58499380577856	True	0.3784655061250806	0.7307278476792333	fibroblast_scar_repair_score	0.2779643094577783	0.2610409631678308	100	0.15380636805406278	0.19641920409125155	0.009900990099009901	0.0847457627118644	12.345751958441584	single-section within-human spatial support; not external validation	True	Advanced Clinical; GO CC high conf; High-Quality Ligand; Small Molecule Binder; Structure with Ligand; UniProt SigP or TMHMM; UniProt loc med conf	AB; OC; PR; SM	0.4172058884378292	coronary artery disorder; myocardial infarction; coronary artery bypass	False	0		1	CHEMBL3286074	SINGLE PROTEIN	1	9	3	11	2.0	available
ENSMUSG00000020589	Fam49a	ENSG00000197872	CYRIA	immune_fibrotic_adverse	32.500018606556004	True	0.018052869116698903	0.027164628553265683	immune_fibrotic_activation_score	0.07386613259992408	0.0512490072681691	100	0.033729525736234646	0.041448340666024666	0.009900990099009901	0.3333333333333333	9.831978226934167	single-section within-human spatial support; not external validation	True	Database Ubiquitination	PR	0.0		False	0		0			0	0	0	0	0	unavailable
ENSMUSG00000019929	Dcn	ENSG00000011465	DCN	immune_fibrotic_adverse	36.76487280797725	True	0.8626692456479691	2.361621813321194	immune_fibrotic_activation_score	0.3812929768089505	0.35596253818521606	100	0.31278618333858466	0.667786287154921	0.0594059405940594	0.1417910447761194	10.422086219062658	single-section within-human spatial support; not external validation	True	Database Ubiquitination; GO CC high conf; Half-life Data; UniProt SigP or TMHMM; UniProt loc high conf; UniProt loc med conf	AB; PR	0.0		False	0		0			0	3	1	3	0.0	available
ENSMUSG00000026208	Des	ENSG00000175084	DES	mechanical_adverse	37.64552808154198	True	0.9084461637653127	2.8861689681752996	mechanical_border_score	0.48571597347319445	0.2800508630254547	100	0.19332080887669287	0.2724289536091839	0.019801980198019802	0.16312056737588654	13.219260379846258	single-section within-human spatial support; not external validation	True	Database Ubiquitination; GO CC high conf; UniProt Ubiquitination; UniProt loc high conf	AB; PR	0.7982957838256932	dilated cardiomyopathy 1I; familial isolated dilated cardiomyopathy; dilated cardiomyopathy; cardiomyopathy; arrhythmogenic right ventricular cardiomyopathy; familial dilated cardiomyopathy; familial hypertrophic cardiomyopathy; hypertrophic cardiomyopathy	False	0		0			0	2	1	2	0.0	available
ENSMUSG00000009640	Dmap1	ENSG00000178028	DMAP1	immune_fibrotic_adverse	33.27431220026157	True	0.05609284332688588	0.07866353146963649	immune_fibrotic_activation_score	0.08011921407046069	0.043676357917480514	100	0.04216442536548541	0.05995752812813428	0.0594059405940594	0.1111111111111111	6.613317906387088	single-section within-human spatial support; not external validation	True	Database Ubiquitination; Half-life Data; Structure with Ligand; UniProt Ubiquitination	PR; SM	0.0051741179655858255	coronary artery disorder	True	0		0	CHEMBL5724908	SINGLE PROTEIN	0	0	0	0	0	unavailable
ENSMUSG00000018707	Dync1h1	ENSG00000197102	DYNC1H1	immune_fibrotic_adverse	34.92318662951692	True	0.24822695035460993	0.3921456485766713	immune_fibrotic_activation_score	0.09383130754792107	0.01159638877452406	100	0.17534918171377284	0.2803593666138464	0.7425742574257426	0.1	5.362987845287527	single-section within-human spatial support; not external validation	True	Database Ubiquitination; GO CC high conf; Half-life Data; Structure with Ligand	AB; PR; SM	0.0		True	0		0	CHEMBL5724913	SINGLE PROTEIN	0	0	0	0	0	unavailable
ENSMUSG00000037742	Eef1a1	ENSG00000156508	EEF1A1	scar_repair_associated	38.10046553330683	True	0.9632495164410058	3.381480715831449	fibroblast_scar_repair_score	0.5031853841949961	0.43217540519748443	100	0.18206579326761538	0.2631803934176544	0.009900990099009901	0.10666666666666667	13.87244563850331	single-section within-human spatial support; not external validation	True	Database Ubiquitination; GO CC high conf; Half-life Data; Small Molecule Binder; Structure with Ligand; UniProt Ubiquitination; UniProt loc high conf	AB; PR; SM	0.5438743741357712	mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency; coronary artery disorder; heart failure; myocardial infarction	True	0		0	CHEMBL1795120	SINGLE PROTEIN	0	2	1	2	0.0	available
ENSMUSG00000055839	Elob	ENSG00000103363	ELOB	immune_fibrotic_adverse	35.013920989460004	True	0.6041263700838169	1.1972112865565068	immune_fibrotic_activation_score	0.1444869302242191	0.06808233949324959	100	0.18973048658683234	0.48036886538754153	0.1782178217821782	0.05319148936170213	5.292453496238932	single-section within-human spatial support; not external validation	True	Database Ubiquitination; High-Quality Ligand; Small Molecule Binder; Structure with Ligand	PR; SM	0.0029566388374776143	congestive heart failure	True	0		0	CHEMBL3259468	SINGLE PROTEIN	0	0	0	0	0	unavailable
ENSMUSG00000030208	Emp1	ENSG00000134531	EMP1	immune_fibrotic_adverse	36.75728514517308	True	0.27014829142488717	0.4379183783898772	immune_fibrotic_activation_score	0.18973463269336557	0.04929742201911851	100	0.1388123085189798	0.2718624472125232	0.25742574257425743	0.21428571428571427	6.852693510445908	single-section within-human spatial support; not external validation	True	GO CC high conf; UniProt SigP or TMHMM	AB	0.0		False	0		0			0	1	1	1	0.0	available
ENSMUSG00000026814	Eng	ENSG00000106991	ENG	immune_fibrotic_adverse	34.80176886679815	True	0.4577691811734365	0.8567911160083258	immune_fibrotic_activation_score	0.2518215488202185	0.1441441949842378	100	0.17062783740159973	0.37626939963993017	0.07920792079207921	0.15492957746478872	9.750365912639621	single-section within-human spatial support; not external validation	True	Advanced Clinical; GO CC high conf; Half-life Data; Human Protein Atlas loc; UniProt SigP or TMHMM; UniProt loc high conf	AB; PR	0.07405782558601783	heart failure	False	0		1	CHEMBL3712885	SINGLE PROTEIN	1	4	3	6	3.0	available
ENSMUSG00000006369	Fbln1	ENSG00000077942	FBLN1	scar_repair_associated	37.87291719664806	True	0.4655061250805932	0.961307527076441	fibroblast_scar_repair_score	0.33800463953488363	0.3752560004425765	100	0.10778887243085185	0.49925837426557357	0.039603960396039604	0.2465753424657534	13.000630576935329	single-section within-human spatial support; not external validation	True	Database Ubiquitination; GO CC high conf; UniProt SigP or TMHMM; UniProt loc med conf	AB; PR	0.11701160750509873	hypertrophic cardiomyopathy; Rare familial disorder with hypertrophic cardiomyopathy	False	0		0			0	0	0	0	0	unavailable
ENSMUSG00000064080	Fbln2	ENSG00000163520	FBLN2	scar_repair_associated	37.76392910916151	True	0.5138620245003224	1.0596515624839569	fibroblast_scar_repair_score	0.3702671103878079	0.3360905056316959	100	0.23810020311004326	0.6179958807418752	0.039603960396039604	0.2125	12.921602662326848	single-section within-human spatial support; not external validation	True	GO CC high conf; Human Protein Atlas loc; UniProt SigP or TMHMM; UniProt loc med conf	AB	0.18274750585296726	heart failure	False	0		0			0	0	0	0	0	unavailable
ENSMUSG00000068699	Flnc	ENSG00000128591	FLNC	mechanical_adverse	36.34879388844653	True	0.5519019987105094	1.1042244731726076	mechanical_border_score	0.5086990283444237	0.15727711170287972	100	0.2000893526688678	0.40015689052608844	0.0891089108910891	0.20930232558139536	11.726612774717704	single-section within-human spatial support; not external validation	True	Database Ubiquitination; GO CC high conf; Half-life Data; Structure with Ligand; UniProt Ubiquitination; UniProt loc high conf	AB; PR; SM	0.8329078199602404	hypertrophic cardiomyopathy 26; dilated cardiomyopathy; familial restrictive cardiomyopathy; familial isolated restrictive cardiomyopathy; cardiomyopathy; familial dilated cardiomyopathy; autosomal dominant dilated cardiomyopathy; restrictive cardiomyopathy	False	0		0			0	0	0	0	0	unavailable
ENSMUSG00000026193	Fn1	ENSG00000115414	FN1	scar_repair_associated	38.42100883309308	True	0.9284332688588007	3.131561295162636	fibroblast_scar_repair_score	0.7149734111224488	0.3599256173350519	100	0.14963732895904353	0.40532542481135947	0.0297029702970297	0.4236111111111111	16.67872935562358	single-section within-human spatial support; not external validation	True	Advanced Clinical; Approved Drug; Database Ubiquitination; GO CC high conf; Half-life Data; Med-Quality Pocket; Small Molecule Binder; Structure with Ligand; UniProt SigP or TMHMM; UniProt loc high conf; UniProt loc med conf	AB; OC; PR; SM	0.5845380190157888	coronary artery disorder; hypertrophic cardiomyopathy; myocardial infarction; coronary artery bypass	False	0		5	CHEMBL3810	SINGLE PROTEIN	7	11	3	23	4.0	available
ENSMUSG00000022816	Fstl1	ENSG00000163430	FSTL1	scar_repair_associated	37.508004569500194	True	0.7343649258542876	1.6816145981051214	fibroblast_scar_repair_score	0.4683519001127921	0.25004905525024057	100	0.2105614812885689	0.39661655477723934	0.04950495049504951	0.24561403508771928	13.775023681378507	single-section within-human spatial support; not external validation	True	Database Ubiquitination; GO CC high conf; Half-life Data; UniProt SigP or TMHMM; UniProt loc high conf	AB; PR	0.07919538758505096	myocardial infarction	False	0		0			0	0	0	0	0	unavailable
ENSMUSG00000032766	Gng11	ENSG00000127920	GNG11	immune_fibrotic_adverse	33.7889901713773	True	0.4016763378465506	0.7140282224543314	immune_fibrotic_activation_score	0.20849615552806594	0.11097008880200783	100	0.1709862775515837	0.22190400846681885	0.1782178217821782	0.14285714285714285	6.393834076025538	single-section within-human spatial support; not external validation	True	Database Ubiquitination; GO CC high conf; UniProt loc high conf	AB; PR	0.0036957985468470188	hypertrophic cardiomyopathy	False	0		0			0	0	0	0	0	unavailable
ENSMUSG00000004951	Hspb1	ENSG00000106211	HSPB1	mechanical_adverse	36.554304508452994	True	0.7014829142488717	1.6450581789268954	mechanical_border_score	0.22191542777718964	0.1492306049548636	100	0.1502814646530438	0.2352760619920636	0.06930693069306931	0.14545454545454545	9.4951289302995	single-section within-human spatial support; not external validation	True	Database Ubiquitination; Druggable Family; GO CC med conf; Half-life Data; High-Quality Ligand; Human Protein Atlas loc; Small Molecule Binder	AB; PR; SM	0.0896255837258972	coronary artery disorder; myocardial infarction; familial dilated cardiomyopathy	False	0		2	CHEMBL5976	SINGLE PROTEIN	0	36	2	38	0.0	available
ENSMUSG00000006221	Hspb7	ENSG00000173641	HSPB7	mechanical_adverse	36.68943150639182	True	0.6479690522243714	1.4749712037950142	mechanical_border_score	0.43279638131161996	0.23463156191049186	100	0.23343945593116203	0.3504983440516792	0.0594059405940594	0.13861386138613863	10.705689178958828	single-section within-human spatial support; not external validation	True			0.4642797427193124	hypertrophic cardiomyopathy; cardiomyopathy; heart failure; systolic heart failure; dilated cardiomyopathy; congestive heart failure; nonischemic cardiomyopathy; familial isolated dilated cardiomyopathy	False	0		0			0	0	0	0	0	unavailable
ENSMUSG00000020427	Igfbp3	ENSG00000146674	IGFBP3	immune_fibrotic_adverse	32.63227153147795	True	0.4300451321727917	0.8397780941967109	immune_fibrotic_activation_score	0.27092298675952686	0.14313217390122002	100	0.1980842942274799	0.38999788058706436	0.0891089108910891	0.13432835820895522	9.700164786228802	single-section within-human spatial support; not external validation	True	Druggable Family; GO CC high conf; Half-life Data; Small Molecule Binder; UniProt SigP or TMHMM; UniProt loc high conf	AB; PR; SM	0.07553143528008842	hypertrophic cardiomyopathy; Rare familial disorder with hypertrophic cardiomyopathy; familial isolated dilated cardiomyopathy	False	0		0	CHEMBL3997	SINGLE PROTEIN	0	2	1	2	0.0	available
ENSMUSG00000017493	Igfbp4	ENSG00000141753	IGFBP4	scar_repair_associated	38.61181952565766	True	0.48226950354609927	0.9704494187406387	fibroblast_scar_repair_score	0.2644007533978397	0.32304781704573843	100	0.28050143420991824	0.3535914152445097	0.0297029702970297	0.06666666666666667	11.119737853720371	single-section within-human spatial support; not external validation	True	Database Ubiquitination; Druggable Family; GO CC high conf; Small Molecule Binder; UniProt SigP or TMHMM; UniProt loc med conf	AB; PR; SM	0.04040948314136266	coronary artery disorder; myocardial infarction; heart failure	False	0		0	CHEMBL2310	SINGLE PROTEIN	0	1	1	1	0.0	available
ENSMUSG00000036256	Igfbp7	ENSG00000163453	IGFBP7	immune_fibrotic_adverse	37.830678240975146	True	0.9277885235332044	3.1525956651545926	immune_fibrotic_activation_score	0.5288435291189411	0.40843181858573785	100	0.2732983281515294	0.34311278778067633	0.019801980198019802	0.20689655172413793	13.82823358850675	single-section within-human spatial support; not external validation	True	Database Ubiquitination; GO CC high conf; UniProt SigP or TMHMM; UniProt loc med conf	AB; PR	0.23391127533739559	hypertrophic cardiomyopathy; heart failure	False	0		0			0	0	0	0	0	unavailable
ENSMUSG00000027398	Il1b	ENSG00000125538	IL1B	immune_fibrotic_adverse	31.410083711419297	True	0.0012894906511927789	0.002081564883056786	immune_fibrotic_activation_score	0.09332605973750455	-0.0010575158985320194	96	-0.0004530408255987228	-0.00045304082559868093	0.7319587628865979	0.0	0.6115359844727385	single-section within-human spatial support; not external validation	True	Approved Drug; GO CC high conf; High-Quality Ligand; Small Molecule Binder; Structure with Ligand; UniProt loc high conf; UniProt loc med conf	AB; OC; PR; SM	0.12954751242989038	coronary artery disorder	False	3	drug toxicities; peptic ulcer; weight gain	5	CHEMBL1909490	SINGLE PROTEIN	5	51	3	61	4.0	available
ENSMUSG00000042284	Itga1	ENSG00000213949	ITGA1	immune_fibrotic_adverse	32.96101071902872	True	0.18633139909735655	0.2863468261096966	immune_fibrotic_activation_score	0.13270921654689746	0.04422943961483657	100	0.15211930483615052	0.4702111366359619	0.32673267326732675	0.2413793103448276	6.727289782040006	single-section within-human spatial support; not external validation	True	Database Ubiquitination; GO CC high conf; Half-life Data; High-Quality Ligand; Small Molecule Binder; UniProt SigP or TMHMM	AB; PR; SM	0.39377169793626043	coronary artery disorder	False	0		0	CHEMBL3682	SINGLE PROTEIN	0	1	1	1	0.0	available
ENSMUSG00000025809	Itgb1	ENSG00000150093	ITGB1	immune_fibrotic_adverse	36.93772440390659	True	0.6350741457124436	1.271755722687246	immune_fibrotic_activation_score	0.16223049572087583	0.07127050926257426	100	0.1448419432109867	0.23167999305848896	0.19801980198019803	0.12121212121212122	5.943079944022225	single-section within-human spatial support; not external validation	True	Advanced Clinical; Database Ubiquitination; Druggable Family; GO CC high conf; Half-life Data; High-Quality Ligand; Human Protein Atlas loc; Small Molecule Binder; Structure with Ligand; UniProt SigP or TMHMM; UniProt Ubiquitination; UniProt loc high conf; UniProt loc med conf	AB; OC; PR; SM	0.0		False	0		6	CHEMBL1905	SINGLE PROTEIN	0	17	2	23	0.0	available
ENSMUSG00000021798	Ldb3	ENSG00000122367	LDB3	mechanical_adverse	34.222869361419846	True	0.41005802707930367	0.7458136831329565	mechanical_border_score	0.379800383176408	0.18408583476794782	100	0.1512238965748088	0.30522793244333485	0.04950495049504951	0.171875	12.653802299058448	single-section within-human spatial support; not external validation	True	Database Ubiquitination; Structure with Ligand	PR; SM	0.7348219134480087	hypertrophic cardiomyopathy; cardiomyopathy, dilated, 2l; dilated cardiomyopathy; Rare familial disorder with hypertrophic cardiomyopathy; familial isolated dilated cardiomyopathy; cardiomyopathy; familial hypertrophic cardiomyopathy; familial dilated cardiomyopathy	False	0		0			0	0	0	0	0	unavailable
ENSMUSG00000024529	Lox	ENSG00000113083	LOX	scar_repair_associated	38.07302453560941	True	0.22179239200515796	0.38406596253202974	fibroblast_scar_repair_score	0.35990303110366584	0.04853151914904235	100	0.22245422173680715	0.3362070226044208	0.38613861386138615	0.2571428571428571	8.216561043764852	single-section within-human spatial support; not external validation	True	GO CC high conf; High-Quality Ligand; Small Molecule Binder; UniProt SigP or TMHMM; UniProt loc high conf; UniProt loc med conf	AB; PR; SM	0.2791055176343271	coronary artery disorder; cardiomyopathy; familial isolated restrictive cardiomyopathy; familial isolated dilated cardiomyopathy	False	0		0	CHEMBL2249	SINGLE PROTEIN	0	2	1	2	0.0	available
ENSMUSG00000034205	Loxl2	ENSG00000134013	LOXL2	immune_fibrotic_adverse	34.71505115627345	True	0.24758220502901354	0.3834908102651528	immune_fibrotic_activation_score	0.16117144653963497	0.08159484869220501	100	0.14238091823245239	0.27112772606313745	0.16831683168316833	0.20512820512820512	6.6080543202634505	single-section within-human spatial support; not external validation	True	Advanced Clinical; Database Ubiquitination; GO CC med conf; High-Quality Ligand; Small Molecule Binder; UniProt SigP or TMHMM; UniProt loc high conf	AB; PR; SM	0.07391597093694036	coronary artery disorder; heart failure; arrhythmogenic cardiomyopathy with variable ectodermal abnormalities	False	0		2	CHEMBL3714029	SINGLE PROTEIN	2	6	3	10	2.0	available
