scenario	human_gene_name	mouse_component	human_component	pharmacology_component	penalty_component	scenario_score	scenario_rank	top10	median_rank_all_scenarios	rank_range_all_scenarios	top10_frequency_all_scenarios
omit_penalty	SORBS2	36.01349892974574	9.942743305107754	3.599731083004312	0.0	49.555973317857806	72	False	85.0	72-87	0.0
omit_penalty	TGFBR2	36.07726659414027	7.810770907147257	5.5	0.0	49.38803750128753	73	False	89.0	73-90	0.0
omit_penalty	SLC6A6	34.809477934037815	5.906400145258589	8.336859220772505	0.0	49.052737300068905	74	False	87.0	73-89	0.0
omit_penalty	CASQ2	34.2084394804805	12.400284238389922	2.252475699396435	0.0	48.86119941826686	75	False	88.0	75-91	0.0
omit_penalty	DCN	36.76487280797725	10.422086219062658	1.5	0.0	48.686959027039904	76	False	52.0	13-76	0.0
omit_penalty	IGFBP3	32.63227153147795	9.700164786228802	5.406377223361061	0.0	47.73881354106781	77	False	39.0	15-77	0.0
omit_penalty	NR2F2	33.6508020525784	6.160607763568144	7.32903282806769	0.0	47.14044264421423	78	False	61.0	37-78	0.0
omit_penalty	SMPX	36.29998001828528	9.54839073443462	0.8531882898651648	0.0	46.70155904258507	79	False	91.0	79-91	0.0
omit_penalty	STK10	33.7289289245147	7.451709332195413	5.5	0.0	46.68063825671011	80	False	41.0	25-80	0.0
omit_penalty	POSTN	29.198280858968932	11.603832214193016	5.736954296236388	0.0	46.53906736939834	81	False	95.0	81-96	0.0
omit_penalty	CILP	36.32020344733499	9.121550915992344	0.9039923245587804	0.0	46.34574668788611	82	False	66.0	21-82	0.0
omit_penalty	NELFB	32.772981709053944	9.599153166513767	3.031044707793515	0.0	45.40317958336122	83	False	60.0	29-83	0.0
omit_penalty	XIRP2	37.38143858478706	6.978885873872303	0.8874035921687083	0.0	45.24772805082807	84	False	92.0	84-95	0.0
omit_penalty	EMP1	36.75728514517308	6.852693510445908	1.5	0.0	45.10997865561899	85	False	47.0	12-85	0.0
omit_penalty	CRIP2	34.992932603418204	9.962888272068437	0.12417883117405981	0.0	45.07999970666069	86	False	93.0	82-94	0.0
omit_penalty	CTHRC1	36.54058653315989	7.47156519857569	1.0672444664800795	0.0	45.079396198215655	87	False	97.0	87-97	0.0
omit_penalty	ELOB	35.013920989460004	5.292453496238932	4.035479666049731	0.0	44.34185415174867	88	False	67.0	36-88	0.0
omit_penalty	CKB	35.948771564452755	4.339635126645433	3.837823325377173	0.0	44.12623001647536	89	False	94.0	80-96	0.0
omit_penalty	SNX3	34.89219551682361	5.187695907707295	3.8914266094995007	0.0	43.9713180340304	90	False	56.0	26-90	0.0
omit_penalty	DYNC1H1	34.92318662951692	5.362987845287527	3.0	0.0	43.28617447480445	91	False	72.0	41-91	0.0
omit_penalty	DMAP1	33.27431220026157	6.613317906387088	3.06208941558703	0.0	42.94971952223569	92	False	74.0	51-92	0.0
omit_penalty	SEPTIN7	33.680231888547844	6.018407513330097	3.2323917978489045	0.0	42.931031199726846	93	False	64.0	38-93	0.0
omit_penalty	CYRIA	32.500018606556004	9.831978226934167	0.0	0.0	42.33199683349017	94	False	68.0	16-94	0.0
omit_penalty	NRBP1	34.820767800850454	5.386905291297036	2.0	0.0	42.20767309214749	95	False	77.0	48-95	0.0
omit_penalty	ZNF703	35.32426596378708	4.465184227092011	1.5	0.0	41.28945019087909	96	False	71.0	38-96	0.0
omit_penalty	GNG11	33.7889901713773	6.393834076025538	0.04434958256216422	0.0	40.227173829965	97	False	76.0	32-97	0.0
mouse_weight_75pct	COL6A1	28.017855725527543	14.456331422118977	24.0	4.0	62.47418714764652	1	True	1.0	1-7	1.0
mouse_weight_75pct	COL6A2	27.83541189843752	13.689627215818795	24.49645966091785	4.0	62.021498775174166	2	True	3.0	2-8	1.0
mouse_weight_75pct	CD74	28.684796834441357	13.172477316397735	20.0	0.0	61.85727415083909	3	True	2.0	1-10	1.0
mouse_weight_75pct	FN1	28.815756624819812	16.67872935562358	30.0	14.0	61.494485980443386	4	True	4.0	1-26	0.9473684210526315
mouse_weight_75pct	MYH7	27.85624187776859	14.728942737573128	30.0	15.0	57.58518461534172	5	True	5.0	2-64	0.9473684210526315
mouse_weight_75pct	COL18A1	28.194600199679087	12.49594820317738	25.813443833940156	10.0	56.50399223679662	6	True	6.0	5-34	0.9473684210526315
mouse_weight_75pct	COL5A1	28.572364498981283	13.999295393280267	26.412247207510944	14.0	54.983907099772495	7	True	7.0	4-53	0.8947368421052632
mouse_weight_75pct	TNFRSF12A	26.52352775444543	9.5119761840276	18.669937898515077	0.0	54.7054418369881	8	True	9.0	5-18	0.9473684210526315
mouse_weight_75pct	COL3A1	28.729212594349626	16.60946893010749	24.0	15.0	54.338681524457115	9	True	8.0	3-37	0.7894736842105263
mouse_weight_75pct	MT-ND4	25.310441026884277	14.432252380628745	16.651204014595372	3.0	53.393897422108395	10	True	11.0	6-16	0.3157894736842105
mouse_weight_75pct	TNNT2	26.733649397042	14.215148314176075	26.0	14.0	52.94879771121808	11	False	10.0	6-69	0.631578947368421
mouse_weight_75pct	LOXL2	26.036288367205085	6.6080543202634505	18.886991651243285	0.0	51.53133433871182	12	False	12.0	7-33	0.15789473684210525
mouse_weight_75pct	MT-ND5	25.380742807175082	13.465192743525977	15.647967533414494	3.0	51.49390308411555	13	False	13.0	9-19	0.05263157894736842
mouse_weight_75pct	VIM	28.332171590231855	12.916839943006185	18.870442863965017	10.0	50.11945439720306	14	False	14.0	11-27	0.0
mouse_weight_75pct	ENG	26.101326650098613	9.750365912639621	20.888693907032213	8.0	48.74038646977045	15	False	15.0	12-66	0.0
mouse_weight_75pct	CSF1	26.761600844017693	4.630174891277472	18.0	1.0	48.39177573529516	16	False	16.0	9-47	0.05263157894736842
mouse_weight_75pct	IL1B	23.55756278356447	0.6115359844727385	25.554570149158685	3.0	46.723668917195894	17	False	18.0	6-88	0.05263157894736842
mouse_weight_75pct	CXCL12	28.188745354333918	12.345751958441584	23.00647066125395	18.0	45.54096797402945	18	False	17.0	9-85	0.05263157894736842
mouse_weight_75pct	IGFBP7	28.37300868073136	13.82823358850675	2.8069353040487472	0.0	45.00817757328686	19	False	19.0	1-52	0.05263157894736842
mouse_weight_75pct	TGFB1	26.344674716427427	7.304502126233318	25.01240803954329	14.0	44.66158488220403	20	False	21.0	14-90	0.0
mouse_weight_75pct	COL1A2	28.78955818836654	17.702592250895666	11.5	14.0	43.992150439262204	21	False	20.0	13-42	0.0
mouse_weight_75pct	LY6E	26.49599351951567	6.465482680695467	10.880861287342233	0.0	43.84233748755337	22	False	23.0	18-62	0.0
mouse_weight_75pct	COL1A1	28.82818392128412	17.850843348253335	11.5	15.0	43.17902726953746	23	False	22.0	12-44	0.0
mouse_weight_75pct	ACTB	29.329253425826234	14.497904961382762	10.5	12.0	42.327158387208996	24	False	24.0	17-31	0.0
mouse_weight_75pct	TGM2	26.51692781936881	9.19366322876041	6.143194604301974	0.0	41.85378565243119	25	False	26.0	8-67	0.05263157894736842
mouse_weight_75pct	ACTC1	27.282379034535936	15.93822436445517	10.5	12.0	41.7206033989911	26	False	25.0	20-46	0.0
mouse_weight_75pct	ITGA1	24.72075803927154	6.727289782040006	10.225260375235125	0.0	41.67330819654667	27	False	30.0	21-71	0.0
mouse_weight_75pct	VCAN	26.402810770113582	12.490362809156908	2.3590800757292816	0.0	41.25225365499977	28	False	29.0	4-70	0.05263157894736842
mouse_weight_75pct	EEF1A1	28.575349149980124	13.87244563850331	10.5	12.0	40.947794788483435	29	False	27.0	21-40	0.0
mouse_weight_75pct	NPPA	29.104061279272337	17.121553207727636	6.432515092347316	12.0	40.65812957934729	30	False	28.0	11-60	0.0
mouse_weight_75pct	CRYAB	27.562551833447863	15.023283821162615	10.0	12.0	40.58583565461048	31	False	32.0	24-49	0.0
mouse_weight_75pct	RPS19	28.18042387551219	12.223513278972364	12.094933055499755	12.0	40.498870209984304	32	False	31.0	23-57	0.0
mouse_weight_75pct	TNNC1	25.652765626823992	11.21007677752237	15.5	12.0	40.36284240434637	33	False	37.0	27-81	0.0
mouse_weight_75pct	RPS12	28.4153664993178	12.337127663905807	11.5	12.0	40.2524941632236	34	False	33.0	25-51	0.0
mouse_weight_75pct	ACTA1	27.719590135753897	14.568816265911257	9.768616573857674	12.0	40.05702297552283	35	False	36.0	29-50	0.0
mouse_weight_75pct	RPL13	28.244689540719325	12.127447864391174	11.542132103434056	12.0	39.91426950854456	36	False	34.0	27-58	0.0
mouse_weight_75pct	RPL13A	28.30652569431473	12.023355649844657	11.54878454081838	12.0	39.87866588497777	37	False	35.0	28-59	0.0
mouse_weight_75pct	IGFBP3	24.47420364860846	9.700164786228802	5.406377223361061	0.0	39.580745658198325	38	False	39.0	15-77	0.0
mouse_weight_75pct	ACTG1	28.229748575859656	12.800326695385776	10.5	13.0	38.53007527124543	39	False	38.0	30-61	0.0
mouse_weight_75pct	STK10	25.296696693386025	7.451709332195413	5.5	0.0	38.24840602558144	40	False	41.0	25-80	0.0
mouse_weight_75pct	TPM1	26.517584228285045	14.631472785196948	9.0	12.0	38.14905701348199	41	False	40.0	34-66	0.0
mouse_weight_75pct	THBS4	27.162672487160545	11.749075475472202	2.6136912421525555	4.0	37.5254392047853	42	False	42.0	10-68	0.05263157894736842
mouse_weight_75pct	TTN	25.9476212428006	12.646794657582872	10.5	12.0	37.094415900383474	43	False	45.0	39-73	0.0
mouse_weight_75pct	DES	28.234146061156487	13.219260379846258	7.5	12.0	36.95340644100274	44	False	43.0	35-62	0.0
mouse_weight_75pct	ANKRD1	28.47987497487868	15.395017672303869	4.569697831738097	12.0	36.444590478920645	45	False	44.0	22-75	0.0
mouse_weight_75pct	CCR2	25.328360647892247	0.810687524793558	20.0	10.0	36.139048172685804	46	False	54.0	20-95	0.0
mouse_weight_75pct	TMSB4X	28.475209171584535	12.306359635633541	5.289444744397804	10.0	36.071013551615884	47	False	46.0	31-59	0.0
mouse_weight_75pct	MYBPC3	27.1982089218061	13.309644958837541	7.5	12.0	36.00785388064364	48	False	50.0	42-68	0.0
mouse_weight_75pct	FLNC	27.2615954163349	11.726612774717704	9.0	12.0	35.98820819105261	49	False	49.0	41-67	0.0
mouse_weight_75pct	EMP1	27.567963858879807	6.852693510445908	1.5	0.0	35.92065736932572	50	False	47.0	12-85	0.0
mouse_weight_75pct	DCN	27.573654605982938	10.422086219062658	1.5	4.0	35.495740825045594	51	False	52.0	13-76	0.0
mouse_weight_75pct	C1QA	29.21975869562256	11.647832717063926	4.5	10.0	35.36759141268649	52	False	48.0	28-65	0.0
mouse_weight_75pct	LDB3	25.667152021064886	12.653802299058448	9.0	12.0	35.320954320123334	53	False	57.0	43-74	0.0
mouse_weight_75pct	SNX3	26.169146637617708	5.187695907707295	3.8914266094995007	0.0	35.2482691548245	54	False	56.0	26-90	0.0
mouse_weight_75pct	NELFB	24.57973628179046	9.599153166513767	3.031044707793515	2.0	35.20993415609774	55	False	60.0	29-83	0.0
mouse_weight_75pct	IGFBP4	28.958864644243242	11.119737853720371	4.984913797696352	10.0	35.063516295659966	56	False	51.0	40-66	0.0
mouse_weight_75pct	APOE	29.530239221294604	10.716602113925003	10.5	16.0	34.74684133521961	57	False	53.0	32-76	0.0
mouse_weight_75pct	NR2F2	25.2381015394338	6.160607763568144	7.32903282806769	4.0	34.72774213106963	58	False	61.0	37-78	0.0
mouse_weight_75pct	CSRP3	27.51888841542408	13.180763025527773	6.0	12.0	34.699651440951854	59	False	58.0	44-74	0.0
mouse_weight_75pct	SEPTIN7	25.260173916410885	6.018407513330097	3.2323917978489045	0.0	34.510973227589886	60	False	64.0	38-93	0.0
mouse_weight_75pct	SPARC	28.6855661030332	17.289446726017196	2.523339371447697	14.0	34.4983522004981	61	False	55.0	20-84	0.0
mouse_weight_75pct	CYRIA	24.375013954917	9.831978226934167	0.0	0.0	34.20699218185117	62	False	68.0	16-94	0.0
mouse_weight_75pct	TIMP2	29.210852339909877	11.612017321940527	4.176224986734419	11.0	33.99909464858482	63	False	59.0	44-74	0.0
mouse_weight_75pct	ELOB	26.260440742095003	5.292453496238932	4.035479666049731	2.0	33.588373904383666	64	False	67.0	36-88	0.0
mouse_weight_75pct	PSAP	28.793483031879344	11.699219453483678	3.0	10.0	33.492702485363026	65	False	62.0	33-75	0.0
mouse_weight_75pct	HSPB1	27.415728381339747	9.4951289302995	8.575507004710767	12.0	33.48636431635001	66	False	65.0	50-77	0.0
mouse_weight_75pct	ACTA2	28.93627674463051	13.887258970111866	0.5327271857367166	10.0	33.356262900479095	67	False	63.0	14-77	0.0
mouse_weight_75pct	CILP	27.240152585501242	9.121550915992344	0.9039923245587804	4.0	33.265695826052365	68	False	66.0	21-82	0.0
mouse_weight_75pct	ACTN2	25.871196829116144	9.946633729165892	9.0	12.0	32.81783055828204	69	False	70.0	55-83	0.0
mouse_weight_75pct	DMAP1	24.95573415019618	6.613317906387088	3.06208941558703	2.0	32.6311414721703	70	False	74.0	51-92	0.0
mouse_weight_75pct	DYNC1H1	26.19238997213769	5.362987845287527	3.0	2.0	32.55537781742522	71	False	72.0	41-91	0.0
mouse_weight_75pct	ZNF703	26.49319947284031	4.465184227092011	1.5	0.0	32.45838369993232	72	False	71.0	38-96	0.0
mouse_weight_75pct	TGFBR1	27.687580801892178	6.688833916422389	18.0	20.0	32.376414718314564	73	False	69.0	26-97	0.0
mouse_weight_75pct	MB	25.332386061282396	14.008568164983352	4.893273398342892	12.0	32.23422762460864	74	False	75.0	61-85	0.0
mouse_weight_75pct	HSPB7	27.517073629793863	10.705689178958828	5.571356912631749	12.0	31.79411972138444	75	False	73.0	58-78	0.0
mouse_weight_75pct	GNG11	25.341742628532977	6.393834076025538	0.04434958256216422	0.0	31.779926287120677	76	False	76.0	32-97	0.0
mouse_weight_75pct	NRBP1	26.11557585063784	5.386905291297036	2.0	2.0	31.50248114193488	77	False	77.0	48-95	0.0
mouse_weight_75pct	MYOZ2	25.333838807030197	11.740953443310246	6.0	12.0	31.074792250340444	78	False	80.0	66-82	0.0
mouse_weight_75pct	BGN	28.637396217806106	15.476927607202171	0.0	14.0	30.114323825008277	79	False	78.0	43-93	0.0
mouse_weight_75pct	AEBP1	29.231330331527847	14.349653117989407	0.23383179127724157	14.0	29.814815240794495	80	False	79.0	46-89	0.0
mouse_weight_75pct	FBLN2	28.322946831871132	12.921602662326848	2.192970070235607	14.0	29.437519564433593	81	False	82.0	60-87	0.0
mouse_weight_75pct	THBS2	29.393088703708457	10.807426677741965	2.9527802188472454	14.0	29.153295600297668	82	False	81.0	59-90	0.0
mouse_weight_75pct	FSTL1	28.131003427125144	13.775023681378507	0.9503446510206115	14.0	28.856371759524265	83	False	84.0	62-92	0.0
mouse_weight_75pct	FBLN1	28.404687897486046	13.000630576935329	1.4041392900611847	14.0	28.80945776448256	84	False	83.0	63-88	0.0
mouse_weight_75pct	SORBS2	27.010124197309302	9.942743305107754	3.599731083004312	12.0	28.55259858542137	85	False	85.0	72-87	0.0
mouse_weight_75pct	SLC6A6	26.10710845052836	5.906400145258589	8.336859220772505	12.0	28.350367816559455	86	False	87.0	73-89	0.0
mouse_weight_75pct	CASQ2	25.656329610360373	12.400284238389922	2.252475699396435	12.0	28.30908954814673	87	False	88.0	75-91	0.0
mouse_weight_75pct	ITGB1	27.703293302929943	5.943079944022225	9.5	15.0	28.146373246952166	88	False	86.0	63-92	0.0
mouse_weight_75pct	TGFBR2	27.057949945605202	7.810770907147257	5.5	13.0	27.36872085275246	89	False	89.0	73-90	0.0
mouse_weight_75pct	SMPX	27.22498501371396	9.54839073443462	0.8531882898651648	12.0	25.626564038013747	90	False	91.0	79-91	0.0
mouse_weight_75pct	LOX	28.554768401707058	8.216561043764852	8.849266211611926	20.0	25.620595657083832	91	False	90.0	46-93	0.0
mouse_weight_75pct	CRIP2	26.24469945256365	9.962888272068437	0.12417883117405981	12.0	24.331766555806148	92	False	93.0	82-94	0.0
mouse_weight_75pct	XIRP2	28.036078938590297	6.978885873872303	0.8874035921687083	12.0	23.90236840463131	93	False	92.0	84-95	0.0
mouse_weight_75pct	POSTN	21.8987106442267	11.603832214193016	5.736954296236388	16.0	23.239497154656107	94	False	95.0	81-96	0.0
mouse_weight_75pct	CKB	26.961578673339567	4.339635126645433	3.837823325377173	12.0	23.139037125362172	95	False	94.0	80-96	0.0
mouse_weight_75pct	MYL6	28.139965006286726	12.799369007893063	0.10643899814919411	20.0	21.045773012328986	96	False	96.0	69-96	0.0
mouse_weight_75pct	CTHRC1	27.40543989986992	7.47156519857569	1.0672444664800795	20.0	15.944249564925684	97	False	97.0	87-97	0.0
mouse_weight_125pct	COL6A1	46.696426209212575	14.456331422118977	24.0	4.0	81.15275763133155	1	True	1.0	1-7	1.0
mouse_weight_125pct	CD74	47.807994724068934	13.172477316397735	20.0	0.0	80.98047204046667	2	True	2.0	1-10	1.0
mouse_weight_125pct	FN1	48.026261041366354	16.67872935562358	30.0	14.0	80.70499039698993	3	True	4.0	1-26	0.9473684210526315
mouse_weight_125pct	COL6A2	46.392353164062534	13.689627215818795	24.49645966091785	4.0	80.57844004079918	4	True	3.0	2-8	1.0
mouse_weight_125pct	MYH7	46.42706979628098	14.728942737573128	30.0	15.0	76.15601253385411	5	True	5.0	2-64	0.9473684210526315
mouse_weight_125pct	COL18A1	46.99100033279848	12.49594820317738	25.813443833940156	10.0	75.30039236991601	6	True	6.0	5-34	0.9473684210526315
mouse_weight_125pct	COL5A1	47.620607498302135	13.999295393280267	26.412247207510944	14.0	74.03215009909334	7	True	7.0	4-53	0.8947368421052632
mouse_weight_125pct	COL3A1	47.88202099058271	16.60946893010749	24.0	15.0	73.4914899206902	8	True	8.0	3-37	0.7894736842105263
mouse_weight_125pct	TNFRSF12A	44.205879590742384	9.5119761840276	18.669937898515077	0.0	72.38779367328506	9	True	9.0	5-18	0.9473684210526315
mouse_weight_125pct	TNNT2	44.556082328403335	14.215148314176075	26.0	14.0	70.77123064257941	10	True	10.0	6-69	0.631578947368421
mouse_weight_125pct	MT-ND4	42.184068378140466	14.432252380628745	16.651204014595372	3.0	70.26752477336458	11	False	11.0	6-16	0.3157894736842105
mouse_weight_125pct	VIM	47.22028598371976	12.916839943006185	18.870442863965017	10.0	69.00756879069095	12	False	14.0	11-27	0.0
mouse_weight_125pct	LOXL2	43.393813945341805	6.6080543202634505	18.886991651243285	0.0	68.88885991684853	13	False	12.0	7-33	0.15789473684210525
mouse_weight_125pct	MT-ND5	42.301238011958475	13.465192743525977	15.647967533414494	3.0	68.41439828889895	14	False	13.0	9-19	0.05263157894736842
mouse_weight_125pct	CSF1	44.60266807336282	4.630174891277472	18.0	1.0	66.2328429646403	15	False	16.0	9-47	0.05263157894736842
mouse_weight_125pct	ENG	43.502211083497684	9.750365912639621	20.888693907032213	8.0	66.14127090316953	16	False	15.0	12-66	0.0
mouse_weight_125pct	CXCL12	46.9812422572232	12.345751958441584	23.00647066125395	18.0	64.33346487691873	17	False	17.0	9-85	0.05263157894736842
mouse_weight_125pct	IGFBP7	47.28834780121893	13.82823358850675	2.8069353040487472	0.0	63.92351669377443	18	False	19.0	1-52	0.05263157894736842
mouse_weight_125pct	COL1A2	47.98259698061091	17.702592250895666	11.5	14.0	63.18518923150657	19	False	20.0	13-42	0.0
mouse_weight_125pct	IL1B	39.26260463927412	0.6115359844727385	25.554570149158685	3.0	62.428710772905546	20	False	18.0	6-88	0.05263157894736842
mouse_weight_125pct	COL1A1	48.046973202140194	17.850843348253335	11.5	15.0	62.39781655039353	21	False	22.0	12-44	0.0
mouse_weight_125pct	TGFB1	43.90779119404571	7.304502126233318	25.01240803954329	14.0	62.22470135982232	22	False	21.0	14-90	0.0
mouse_weight_125pct	ACTB	48.88208904304372	14.497904961382762	10.5	12.0	61.87999400442648	23	False	24.0	17-31	0.0
mouse_weight_125pct	LY6E	44.159989199192786	6.465482680695467	10.880861287342233	0.0	61.50633316723049	24	False	23.0	18-62	0.0
mouse_weight_125pct	NPPA	48.50676879878723	17.121553207727636	6.432515092347316	12.0	60.06083709886218	25	False	28.0	11-60	0.0
mouse_weight_125pct	EEF1A1	47.625581916633536	13.87244563850331	10.5	12.0	59.998027555136844	26	False	27.0	21-40	0.0
mouse_weight_125pct	ACTC1	45.470631724226564	15.93822436445517	10.5	12.0	59.90885608868173	27	False	25.0	20-46	0.0
mouse_weight_125pct	TGM2	44.19487969894802	9.19366322876041	6.143194604301974	0.0	59.5317375320104	28	False	26.0	8-67	0.05263157894736842
mouse_weight_125pct	RPS19	46.967373125853655	12.223513278972364	12.094933055499755	12.0	59.28581946032577	29	False	31.0	23-57	0.0
mouse_weight_125pct	RPS12	47.358944165529664	12.337127663905807	11.5	12.0	59.19607182943547	30	False	33.0	25-51	0.0
mouse_weight_125pct	CRYAB	45.937586389079776	15.023283821162615	10.0	12.0	58.96087021024239	31	False	32.0	24-49	0.0
mouse_weight_125pct	VCAN	44.004684616855975	12.490362809156908	2.3590800757292816	0.0	58.85412750174216	32	False	29.0	4-70	0.05263157894736842
mouse_weight_125pct	RPL13A	47.17754282385788	12.023355649844657	11.54878454081838	12.0	58.74968301452091	33	False	35.0	28-59	0.0
mouse_weight_125pct	RPL13	47.074482567865545	12.127447864391174	11.542132103434056	12.0	58.74406253569077	34	False	34.0	27-58	0.0
mouse_weight_125pct	ACTA1	46.19931689292316	14.568816265911257	9.768616573857674	12.0	58.53674973269209	35	False	36.0	29-50	0.0
mouse_weight_125pct	ITGA1	41.2012633987859	6.727289782040006	10.225260375235125	0.0	58.153813556061024	36	False	30.0	21-71	0.0
mouse_weight_125pct	TNNC1	42.75460937803999	11.21007677752237	15.5	12.0	57.46468615556236	37	False	37.0	27-81	0.0
mouse_weight_125pct	ACTG1	47.04958095976609	12.800326695385776	10.5	13.0	57.34990765515187	38	False	38.0	30-61	0.0
mouse_weight_125pct	IGFBP3	40.790339414347436	9.700164786228802	5.406377223361061	0.0	55.8968814239373	39	False	39.0	15-77	0.0
mouse_weight_125pct	TPM1	44.195973713808414	14.631472785196948	9.0	12.0	55.82744649900536	40	False	40.0	34-66	0.0
mouse_weight_125pct	DES	47.05691010192748	13.219260379846258	7.5	12.0	55.77617048177373	41	False	43.0	35-62	0.0
mouse_weight_125pct	THBS4	45.27112081193424	11.749075475472202	2.6136912421525555	4.0	55.633887529559	42	False	42.0	10-68	0.05263157894736842
mouse_weight_125pct	ANKRD1	47.46645829146446	15.395017672303869	4.569697831738097	12.0	55.431173795506425	43	False	44.0	22-75	0.0
mouse_weight_125pct	STK10	42.16116115564337	7.451709332195413	5.5	0.0	55.112870487838784	44	False	41.0	25-80	0.0
mouse_weight_125pct	TMSB4X	47.45868195264089	12.306359635633541	5.289444744397804	10.0	55.05448633267223	45	False	46.0	31-59	0.0
mouse_weight_125pct	C1QA	48.6995978260376	11.647832717063926	4.5	10.0	54.847430543101524	46	False	48.0	28-65	0.0
mouse_weight_125pct	APOE	49.217065368824336	10.716602113925003	10.5	16.0	54.43366748274934	47	False	53.0	32-76	0.0
mouse_weight_125pct	TTN	43.24603540466767	12.646794657582872	10.5	12.0	54.39283006225054	48	False	45.0	39-73	0.0
mouse_weight_125pct	IGFBP4	48.264774407072075	11.119737853720371	4.984913797696352	10.0	54.3694260584888	49	False	51.0	40-66	0.0
mouse_weight_125pct	EMP1	45.94660643146635	6.852693510445908	1.5	0.0	54.29929994191226	50	False	47.0	12-85	0.0
mouse_weight_125pct	FLNC	45.43599236055816	11.726612774717704	9.0	12.0	54.16260513527587	51	False	49.0	41-67	0.0
mouse_weight_125pct	MYBPC3	45.33034820301016	13.309644958837541	7.5	12.0	54.1399931618477	52	False	50.0	42-68	0.0
mouse_weight_125pct	DCN	45.95609100997156	10.422086219062658	1.5	4.0	53.878177229034215	53	False	52.0	13-76	0.0
mouse_weight_125pct	SPARC	47.80927683838867	17.289446726017196	2.523339371447697	14.0	53.62206293585356	54	False	55.0	20-84	0.0
mouse_weight_125pct	TIMP2	48.684753899849795	11.612017321940527	4.176224986734419	11.0	53.47299620852475	55	False	59.0	44-74	0.0
mouse_weight_125pct	CSRP3	45.8648140257068	13.180763025527773	6.0	12.0	53.045577051234574	56	False	58.0	44-74	0.0
mouse_weight_125pct	CCR2	42.213934413153744	0.810687524793558	20.0	10.0	53.0246219379473	57	False	54.0	20-95	0.0
mouse_weight_125pct	SNX3	43.61524439602952	5.187695907707295	3.8914266094995007	0.0	52.69436691323631	58	False	56.0	26-90	0.0
mouse_weight_125pct	PSAP	47.98913838646557	11.699219453483678	3.0	10.0	52.68835783994925	59	False	62.0	33-75	0.0
mouse_weight_125pct	ACTA2	48.227127907717524	13.887258970111866	0.5327271857367166	10.0	52.64711406356611	60	False	63.0	14-77	0.0
mouse_weight_125pct	LDB3	42.778586701774806	12.653802299058448	9.0	12.0	52.432389000833254	61	False	57.0	43-74	0.0
mouse_weight_125pct	HSPB1	45.69288063556624	9.4951289302995	8.575507004710767	12.0	51.763516570576506	62	False	65.0	50-77	0.0
mouse_weight_125pct	NELFB	40.96622713631743	9.599153166513767	3.031044707793515	2.0	51.596425010624706	63	False	60.0	29-83	0.0
mouse_weight_125pct	NR2F2	42.063502565723	6.160607763568144	7.32903282806769	4.0	51.55314315735883	64	False	61.0	37-78	0.0
mouse_weight_125pct	CILP	45.40025430916874	9.121550915992344	0.9039923245587804	4.0	51.42579754971986	65	False	66.0	21-82	0.0
mouse_weight_125pct	SEPTIN7	42.1002898606848	6.018407513330097	3.2323917978489045	0.0	51.351089171863805	66	False	64.0	38-93	0.0
mouse_weight_125pct	ELOB	43.76740123682501	5.292453496238932	4.035479666049731	2.0	51.095334399113675	67	False	67.0	36-88	0.0
mouse_weight_125pct	TGFBR1	46.14596800315363	6.688833916422389	18.0	20.0	50.83480191957602	68	False	69.0	26-97	0.0
mouse_weight_125pct	CYRIA	40.62502325819501	9.831978226934167	0.0	0.0	50.457001485129176	69	False	68.0	16-94	0.0
mouse_weight_125pct	HSPB7	45.86178938298978	10.705689178958828	5.571356912631749	12.0	50.138835474580354	70	False	73.0	58-78	0.0
mouse_weight_125pct	ZNF703	44.155332454733845	4.465184227092011	1.5	0.0	50.120516681825855	71	False	71.0	38-96	0.0
mouse_weight_125pct	ACTN2	43.118661381860235	9.946633729165892	9.0	12.0	50.06529511102613	72	False	70.0	55-83	0.0
mouse_weight_125pct	DYNC1H1	43.65398328689615	5.362987845287527	3.0	2.0	50.01697113218368	73	False	72.0	41-91	0.0
mouse_weight_125pct	AEBP1	48.71888388587975	14.349653117989407	0.23383179127724157	14.0	49.30236879514639	74	False	79.0	46-89	0.0
mouse_weight_125pct	DMAP1	41.59289025032696	6.613317906387088	3.06208941558703	2.0	49.26829757230108	75	False	74.0	51-92	0.0
mouse_weight_125pct	BGN	47.728993696343515	15.476927607202171	0.0	14.0	49.205921303545686	76	False	78.0	43-93	0.0
mouse_weight_125pct	MB	42.22064343547066	14.008568164983352	4.893273398342892	12.0	49.12248499879691	77	False	75.0	61-85	0.0
mouse_weight_125pct	NRBP1	43.52595975106307	5.386905291297036	2.0	2.0	48.9128650423601	78	False	77.0	48-95	0.0
mouse_weight_125pct	THBS2	48.98848117284743	10.807426677741965	2.9527802188472454	14.0	48.74868806943664	79	False	81.0	59-90	0.0
mouse_weight_125pct	GNG11	42.23623771422162	6.393834076025538	0.04434958256216422	0.0	48.67442137280932	80	False	76.0	32-97	0.0
mouse_weight_125pct	FBLN2	47.20491138645188	12.921602662326848	2.192970070235607	14.0	48.31948411901434	81	False	82.0	60-87	0.0
mouse_weight_125pct	MYOZ2	42.22306467838366	11.740953443310246	6.0	12.0	47.964018121693904	82	False	80.0	66-82	0.0
mouse_weight_125pct	FBLN1	47.34114649581008	13.000630576935329	1.4041392900611847	14.0	47.7459163628066	83	False	83.0	63-88	0.0
