candidate_gene	candidate_mouse_spatial_score	null_index	matched_mouse_gene	matched_mouse_spatial_score	detection_distance	effect_percentile_distance	seed
COL1A1	38.43757856171216	10	Fau	37.59826893716149	0.023346303501945553	0.008834897846493606	20260711
COL1A1	38.43757856171216	11	Rpl7a	36.630568780001234	0.0077821011673151474	0.03699613473219221	20260711
COL1A1	38.43757856171216	12	Prdx1	35.7909570179368	0.0038910505836575737	0.023964660408614002	20260711
COL1A1	38.43757856171216	13	Rpl35a	37.29041755286101	0.027237354085603127	0.01568194367752629	20260711
COL1A1	38.43757856171216	14	Rps18	37.03201939194964	0.007349762213575417	0.02076200993926003	20260711
COL1A1	38.43757856171216	15	Rpl23a	36.79827623173818	0.02161694768698663	0.021535063500828233	20260711
COL1A1	38.43757856171216	16	Rpl30	37.06880682552591	0.02031993082576744	0.01711761457758143	20260711
COL1A1	38.43757856171216	17	Atp5b	33.66984234487463	0.029346940022444534	0.018356521443104734	20260711
COL1A1	38.43757856171216	18	B2m	37.15160782091136	0.015996541288370025	0.005853119823302055	20260711
COL1A1	38.43757856171216	19	Rps6	37.06995993348802	0.006485084306095956	0.01656543346217565	20260711
COL1A1	38.43757856171216	20	Cox6b1	33.54493658689245	0.014424945828148905	0.031152178674589748	20260711
COL1A1	38.43757856171216	21	Rpl38	37.228070383382494	0.027669693039342858	0.017559359469906166	20260711
COL1A1	38.43757856171216	22	mt-Nd3	33.33180535608632	0.0320019552045222	0.004785369833953834	20260711
COL1A1	38.43757856171216	23	mt-Nd2	33.653228423563505	0.03242542153047989	0.0014185851873722566	20260711
COL1A1	38.43757856171216	24	Rplp1	37.79670224918995	0.03026372676178124	0.014798453892876817	20260711
COL1A1	38.43757856171216	25	Rps13	36.67266912424064	0.022481625594466093	0.023633351739370534	20260711
COL1A1	38.43757856171216	26	Rpl41	37.79710345203664	0.0311284046692607	0.003865267807841022	20260711
COL1A1	38.43757856171216	27	Atp5a1	30.48692225678252	0.022866149690047854	0.0253359708420966	20260711
COL1A1	38.43757856171216	28	Rpl28	37.49854276895043	0.025507998270644205	0.006184428492545524	20260711
COL1A1	38.43757856171216	29	Rpl8	37.021484741114925	0.0034587116299178433	0.0030922142462728175	20260711
COL1A1	38.43757856171216	30	Atp5g1	33.22060824751593	0.011768170845813053	0.014866796743608801	20260711
LY6E	35.32799135935423	1	Fxyd1	34.394894861384785	0.03360064445123567	0.025165860361625936	20260711
LY6E	35.32799135935423	2	Mdh1	33.57232650963201	0.055230762703670666	0.013921191885472473	20260711
LY6E	35.32799135935423	3	Serping1	38.022773630950645	0.07522697795071343	0.004531971856820638	20260711
LY6E	35.32799135935423	4	Hsp90b1	35.965559297261024	0.03761348897535666	0.028717504711597064	20260711
LY6E	35.32799135935423	5	Sec61g	35.93390784496637	0.006052745352356226	0.028607068488515908	20260711
LY6E	35.32799135935423	6	Mrpl42	32.77936565098313	0.0023584427952827447	0.07130777583273884	20260711
LY6E	35.32799135935423	7	Cyc1	33.08219320739454	0.04094920889951725	0.03602278164894668	20260711
LY6E	35.32799135935423	8	Pdlim5	36.18883514122059	0.030719578199306263	0.014696686263138248	20260711
LY6E	35.32799135935423	9	Grn	37.37679368633097	0.08300907911802857	0.0009898392972378378	20260711
LY6E	35.32799135935423	10	Cfl2	35.286954941049814	0.04076576745154192	0.03757377040427823	20260711
LY6E	35.32799135935423	11	Rpl5	37.50584529376843	0.08084738434932981	0.004311099410658326	20260711
LY6E	35.32799135935423	12	H2-D1	36.850392453033685	0.015996541288370025	0.0014397576105479315	20260711
LY6E	35.32799135935423	13	Ctsl	37.256056688176216	0.019022913964548138	0.002212811172116136	20260711
LY6E	35.32799135935423	14	Pfdn5	35.92646026914804	0.012105490704712563	0.028386196042353484	20260711
LY6E	35.32799135935423	15	Pln	33.51266079623988	0.05939498357757256	0.004615259353483281	20260711
LY6E	35.32799135935423	16	Got2	33.258856357921985	0.029025766431832745	0.03990025353727544	20260711
LY6E	35.32799135935423	17	Atox1	36.401088969246615	0.044098573281452724	0.018999117080453987	20260711
LY6E	35.32799135935423	18	Chchd10	33.60635897380679	0.03508260588661061	0.007717236864146382	20260711
LY6E	35.32799135935423	19	Rpl10a	37.23993624368798	0.06830955469087763	0.013145997257152042	20260711
LY6E	35.32799135935423	20	Rpl36a	36.83865618543774	0.036316472114137466	0.027392270034622968	20260711
LY6E	35.32799135935423	21	Gabarap	36.301578506112406	0.0017293558149589217	0.03004273938857105	20260711
LY6E	35.32799135935423	22	Atp6v0c	36.06338818526669	0.007349762213575528	0.021760022657483336	20260711
LY6E	35.32799135935423	23	Cd63	37.47044051095648	0.04669260700389111	0.014360795711044871	20260711
LY6E	35.32799135935423	24	Ftl1	39.17431749534446	0.06830955469087763	0.004082053543510655	20260711
LY6E	35.32799135935423	25	Aco2	33.55606734797849	0.02836075375978042	0.01353344469663953	20260711
LY6E	35.32799135935423	26	Cycs	32.59870767785621	0.04727785066591961	0.022063882850962946	20260711
LY6E	35.32799135935423	27	Ndufs7	33.51604680575166	0.006247439015420242	0.06549156800024558	20260711
LY6E	35.32799135935423	28	Cdc42	36.0903104035533	0.043666234327712994	0.03688978521960362	20260711
LY6E	35.32799135935423	29	Rac1	35.96574098152044	0.006052745352356226	0.04693948151999017	20260711
LY6E	35.32799135935423	30	Rpl36al	35.51102870975489	0.008214440121054878	0.0546700171356721	20260711
ACTB	39.10567123443498	1	Cox5a	32.65503224308104	0.019649455920971004	0.02504645579585707	20260711
ACTB	39.10567123443498	2	Rps29	37.05911037749603	0.0023997240803081965	0.04384318056322478	20260711
ACTB	39.10567123443498	3	Rpl23a	36.79827623173818	0.005814716040746681	0.02551076753175041	20260711
ACTB	39.10567123443498	4	Aldoa	34.42193183348557	0.002403636777820184	0.040944090538005184	20260711
ACTB	39.10567123443498	5	Rps17	36.280445804694025	0.0027883433645685685	0.03346217559359477	20260711
ACTB	39.10567123443498	6	Rps9	37.16949642540384	0.007544071855705603	0.01535063500828271	20260711
ACTB	39.10567123443498	7	Rpl24	36.5260436066187	0.0006266485958699164	0.04351187189398131	20260711
ACTB	39.10567123443498	8	mt-Cytb	33.704313070457445	0.004993757802746579	0.005271349165380079	20260711
ACTB	39.10567123443498	9	Rps16	37.56853425885963	0.006679393948226142	0.013141910546659363	20260711
ACTB	39.10567123443498	10	Rps14	37.10072761531728	0.0006703682653492748	0.029376035339591433	20260711
ACTB	39.10567123443498	11	Tpt1	37.581575296608214	0.002832063034047927	0.02407509663169527	20260711
ACTB	39.10567123443498	12	Selenop	37.88341103559989	0.03218739221887035	0.000552181115405781	20260711
ACTB	39.10567123443498	13	Ndufa4	33.3869271243702	0.01902530155731097	0.019617995152196754	20260711
ACTB	39.10567123443498	14	Lgals1	37.50134797756906	0.005814716040746681	0.03765875207067926	20260711
ACTB	39.10567123443498	15	Ftl1	39.17431749534446	0.029161019542692235	0.0026504693539480817	20260711
ACTB	39.10567123443498	16	Rpl31	37.38156766924659	0.018352545699198974	0.01325234676974052	20260711
ACTB	39.10567123443498	17	Rps4x	37.51408432190797	0.011002783485623557	0.005300938707896274	20260711
ACTB	39.10567123443498	18	Rps6	37.06995993348802	0.020946579421637357	0.020541137493097827	20260711
ACTB	39.10567123443498	19	Rpl14	37.13441449816838	0.02570230791277439	0.013694091662065144	20260711
ACTB	39.10567123443498	20	Rpl39	37.625938538581366	0.0014913265033493772	0.027167310877967976	20260711
ACTB	39.10567123443498	21	Rpl41	37.79710345203664	0.0036967409415273877	0.0078409718387632	20260711
ACTB	39.10567123443498	22	Rps23	37.56488831476494	0.001967385126568466	0.013031474323578207	20260711
ACTB	39.10567123443498	23	Rps3	37.14002697462554	0.01316447825432221	0.01082274986195475	20260711
ACTB	39.10567123443498	24	Rps10	37.05476037047457	0.00451769917952749	0.018221976808393214	20260711
ACTB	39.10567123443498	25	Rps11	37.399397491656714	0.0027883433645685685	0.016013252346769757	20260711
ACTB	39.10567123443498	26	Eef2	36.772146366949336	0.009705766624404255	0.03390392048591939	20260711
ACTB	39.10567123443498	27	mt-Co1	33.44129990609056	0.004993757802746579	0.004883601976547247	20260711
ACTB	39.10567123443498	28	Cox7c	33.3231554690122	0.0038480521887890307	0.02814843330652006	20260711
ACTB	39.10567123443498	29	mt-Nd1	33.36050854382272	0.0047864609536587555	0.006434590731878798	20260711
ACTB	39.10567123443498	30	Myl2	33.4787508701709	0.0021546264150638095	0.0021693716547170894	20260711
ACTC1	36.37650537938125	1	Lgals1	37.50134797756906	0.009119393627687322	0.04014234668195682	20260711
ACTC1	36.37650537938125	2	Rps11	37.399397491656714	0.006093020951509209	0.01849684695804732	20260711
ACTC1	36.37650537938125	3	Aldoa	34.42193183348557	0.0009010408091204569	0.043427685149282746	20260711
ACTC1	36.37650537938125	4	mt-Nd3	33.33180535608632	0.0012656138898482494	0.011244668476153574	20260711
ACTC1	36.37650537938125	5	Rplp2	36.89161865317526	0.0009049535066324443	0.03616664265103464	20260711
ACTC1	36.37650537938125	6	Rpl35a	37.29041755286101	0.003498987229070827	0.02214124231972603	20260711
ACTC1	36.37650537938125	7	Ftl1	39.17431749534446	0.032465697129632876	0.00016687474267051972	20260711
ACTC1	36.37650537938125	8	Eef2	36.772146366949336	0.013010444211344896	0.036387515097196954	20260711
ACTC1	36.37650537938125	9	Cox6a2	33.501929388603486	0.02608540066558096	0.005428460643660427	20260711
ACTC1	36.37650537938125	10	Rpl23	37.487062253694205	0.003498987229070827	0.016619431165667442	20260711
ACTC1	36.37650537938125	11	Rpl41	37.79710345203664	0.0003920633545867469	0.010324566450040762	20260711
ACTC1	36.37650537938125	12	Rpl27a	37.57868880497004	0.008687054673947592	0.015846377604099238	20260711
ACTC1	36.37650537938125	13	Rps27a	37.566221849625464	0.00695769885898867	0.011981109796258327	20260711
ACTC1	36.37650537938125	14	Rpl32	37.58964544636345	0.0022019703678516356	0.01695073983491091	20260711
ACTC1	36.37650537938125	15	Rpl8	37.021484741114925	0.0341950529445918	0.009551512888472558	20260711
ACTC1	36.37650537938125	16	Rpl18	36.91960983223226	0.013442783165084626	0.02423953055826822	20260711
ACTC1	36.37650537938125	17	B2m	37.15160782091136	0.014739800026303929	0.012312418465501795	20260711
ACTC1	36.37650537938125	18	Rps15a	37.4794972036266	0.00652535990524894	0.010435002673121918	20260711
ACTC1	36.37650537938125	19	Rps3	37.14002697462554	0.01646915584126285	0.013306344473232312	20260711
ACTC1	36.37650537938125	20	Mgp	30.195967452157376	0.01776617270248204	0.010799860384316906	20260711
ACTC1	36.37650537938125	21	mt-Atp6	33.43466565691803	0.0016890802158059381	0.01202016285381935	20260711
ACTC1	36.37650537938125	22	Rps24	37.39487416423588	0.0009049535066324443	0.028767415704596178	20260711
ACTC1	36.37650537938125	23	Rps4x	37.51408432190797	0.014307461072564198	0.007784533319173836	20260711
ACTC1	36.37650537938125	24	Atp5g1	33.22060824751593	0.0189681704688609	0.02132609538580854	20260711
ACTC1	36.37650537938125	25	Rps20	37.879633141429075	0.003931326182810557	0.008005405765336149	20260711
ACTC1	36.37650537938125	26	Rpl6	37.11905255319118	0.023818918054838267	0.02446040300443053	20260711
ACTC1	36.37650537938125	27	Clu	37.94668160095571	0.011754801247286895	0.002714230321830269	20260711
ACTC1	36.37650537938125	28	Rpl28	37.49854276895043	0.0052283430440297485	0.012643727134745264	20260711
ACTC1	36.37650537938125	29	Rpl23a	36.79827623173818	0.009119393627687322	0.027994362143027973	20260711
ACTC1	36.37650537938125	30	Rpl31	37.38156766924659	0.021657223286139615	0.01573594138101808	20260711
TGM2	35.355903759158416	1	Calu	35.8671925253497	0.0007759433711432839	0.06695424047905085	20260711
TGM2	35.355903759158416	2	Ppib	37.326336950352044	0.03073525169358715	0.0006925066303484773	20260711
TGM2	35.355903759158416	3	Ankrd23	36.539922535335315	0.00333182814582611	0.010081426909654856	20260711
TGM2	35.355903759158416	4	Gja1	34.712321441509324	0.004746708497650687	0.0019387359441643826	20260711
TGM2	35.355903759158416	5	Cdc42	36.0903104035533	0.04024670867586122	0.01560139674630645	20260711
TGM2	35.355903759158416	6	Tagln2	36.49756573655968	0.02918660344533619	0.008915444777713333	20260711
TGM2	35.355903759158416	7	App	36.54391717012108	0.026765829153797216	0.04398350607816737	20260711
TGM2	35.355903759158416	8	Nexn	34.271345170699504	0.016923919297086476	0.0023264831329973257	20260711
TGM2	35.355903759158416	9	Lamp2	36.05269617698919	0.027630507061276677	0.015711832969387718	20260711
TGM2	35.355903759158416	10	Mcl1	35.15693584162665	0.008175254142988697	0.030289414416102223	20260711
TGM2	35.355903759158416	11	Tpm4	36.688515671553965	0.06497520103168652	0.0042264657689459195	20260711
TGM2	35.355903759158416	12	Atox1	36.401088969246615	0.03981436972212149	0.002289271392843184	20260711
TGM2	35.355903759158416	13	Swi5	34.50629325182886	0.015525016356564114	0.055137564609365586	20260711
TGM2	35.355903759158416	14	Pgam2	33.359065097202674	0.022703655330534422	0.0007754943776657752	20260711
TGM2	35.355903759158416	15	Marcks	37.052440817086925	0.004794914469203215	0.0037847208766212947	20260711
TGM2	35.355903759158416	16	Eif3f	35.67666643181959	0.017686711125262877	0.013613544730845417	20260711
TGM2	35.355903759158416	17	Dsp	35.09374706719717	0.026742151211497478	0.003489724699495933	20260711
TGM2	35.355903759158416	18	Fxyd1	34.394894861384785	0.05031229855233854	0.003877471888328765	20260711
TGM2	35.355903759158416	19	Idh3a	33.16316372604544	0.026702788595335702	0.023264831329972813	20260711
TGM2	35.355903759158416	20	Pdhb	32.32445307323761	0.021678211378040046	0.04265219077161686	20260711
TGM2	35.355903759158416	21	Cd63	37.47044051095648	0.03722033599968311	0.006927592762252299	20260711
TGM2	35.355903759158416	22	Pygm	33.20537375810406	0.016991933345203658	0.007367196587824698	20260711
TGM2	35.355903759158416	23	Grn	37.37679368633097	0.0009038638855456416	0.02227822777053501	20260711
TGM2	35.355903759158416	24	Gnai2	35.67376219812977	0.02075097458212949	0.01659532275403708	20260711
TGM2	35.355903759158416	25	Tuba1b	35.55709425257392	0.045719763595862384	0.00930653203067977	20260711
TGM2	35.355903759158416	26	Pdia3	36.792059912954585	0.0587330037782533	0.0025699224227283546	20260711
TGM2	35.355903759158416	27	Obscn	33.54576123753169	0.011339477068887938	0.0003877471888328321	20260711
TGM2	35.355903759158416	28	D8Ertd738e	33.0114085502142	0.014227999495344923	0.005389752662675273	20260711
TGM2	35.355903759158416	29	Anxa5	36.53264709497844	0.008607593096728428	0.02134408034652735	20260711
TGM2	35.355903759158416	30	Atp1a2	33.93169834975166	0.01939017901160245	0.013958898797983732	20260711
EEF1A1	38.10046553330683	1	Atp5g1	33.22060824751593	0.0115781326561325	0.011553710051173671	20260711
EEF1A1	38.10046553330683	2	Rps4x	37.51408432190797	0.006917423259835798	0.0019878520154610335	20260711
EEF1A1	38.10046553330683	3	Rpl26	37.301733802533896	0.0004323389537397304	0.012700165654334628	20260711
EEF1A1	38.10046553330683	4	Rpl23	37.487062253694205	0.0038910505836575737	0.006847045831032572	20260711
EEF1A1	38.10046553330683	5	Rpl15	37.065027220768336	0.012537829658452293	0.01656543346217554	20260711
EEF1A1	38.10046553330683	6	Rpl23a	36.79827623173818	0.0017293558149589217	0.018221976808393103	20260711
EEF1A1	38.10046553330683	7	Rpl27a	37.57868880497004	0.0012970168612191912	0.006073992269464368	20260711
EEF1A1	38.10046553330683	8	Rpl29	36.973949867404826	0.00864677907479472	0.016013252346769757	20260711
EEF1A1	38.10046553330683	9	mt-Co3	33.39671902900419	0.009079118028534339	0.000309041575020097	20260711
EEF1A1	38.10046553330683	10	Rps20	37.879633141429075	0.0034587116299178433	0.0017669795692987211	20260711
EEF1A1	38.10046553330683	11	Rpl6	37.11905255319118	0.016428880242109867	0.014688017669795661	20260711
EEF1A1	38.10046553330683	12	Rplp2	36.89161865317526	0.006485084306095956	0.026394257316399772	20260711
EEF1A1	38.10046553330683	13	mt-Nd3	33.33180535608632	0.00865565170257665	0.0014722831415187043	20260711
EEF1A1	38.10046553330683	14	Rps13	36.67266912424064	0.0008646779074794608	0.020320265046935404	20260711
EEF1A1	38.10046553330683	15	Rpl8	37.021484741114925	0.026805015131863397	0.00022087244616231239	20260711
EEF1A1	38.10046553330683	16	Rpl35a	37.29041755286101	0.0038910505836575737	0.012368856985091159	20260711
EEF1A1	38.10046553330683	17	Rpl34	37.38913083233743	0.0008646779074794608	0.009166206515737185	20260711
EEF1A1	38.10046553330683	18	mt-Atp6	33.43466565691803	0.009079118028534339	0.0022477775191844795	20260711
EEF1A1	38.10046553330683	19	Pln	33.51266079623988	0.033990230430209545	0.0012419471803114535	20260711
EEF1A1	38.10046553330683	20	Eef2	36.772146366949336	0.005620406398616495	0.026615129762562084	20260711
EEF1A1	38.10046553330683	21	Rpl14	37.13441449816838	0.02161694768698663	0.006405300938707836	20260711
EEF1A1	38.10046553330683	22	Rps16	37.56853425885963	0.0025940337224383825	0.005853119823302055	20260711
EEF1A1	38.10046553330683	23	Myl2	33.4787508701709	0.0019307338107239502	0.0051194190686402186	20260711
EEF1A1	38.10046553330683	24	mt-Nd1	33.36050854382272	0.008871821179446515	0.0008541999914785103	20260711
EEF1A1	38.10046553330683	25	Mgp	30.195967452157376	0.010376134889753641	0.0010274750496820362	20260711
EEF1A1	38.10046553330683	26	Rpl18	36.91960983223226	0.006052745352356226	0.014467145223633349	20260711
EEF1A1	38.10046553330683	27	Rps27a	37.566221849625464	0.0004323389537397304	0.002208724461623457	20260711
EEF1A1	38.10046553330683	28	Rps23	37.56488831476494	0.006052745352356226	0.005742683600220899	20260711
EEF1A1	38.10046553330683	29	Cox5a	32.65503224308104	0.015564095695183244	0.017757665072499762	20260711
EEF1A1	38.10046553330683	30	Rps25	36.84130921299805	0.0047557284911370346	0.015129762562120397	20260711
NPPA	38.80541503902978	1	mt-Co1	33.44129990609056	0.015740577781482967	0.007754943776657641	20260711
NPPA	38.80541503902978	2	Rpl26	37.301733802533896	0.007093798706688359	0.02286029817780233	20260711
NPPA	38.80541503902978	3	mt-Nd1	33.36050854382272	0.015533280932395144	0.009305932531989192	20260711
NPPA	38.80541503902978	4	Rplp0	37.25480656329548	0.010984849290345933	0.03125345113197131	20260711
NPPA	38.80541503902978	5	Rpl5	37.50584529376843	0.0058763699055036644	0.008614025400331293	20260711
NPPA	38.80541503902978	6	Rplp1	37.79670224918995	0.013578883012784315	0.02164549972390939	20260711
NPPA	38.80541503902978	7	Rpl41	37.79710345203664	0.014443560920263776	0.010712313638873594	20260711
NPPA	38.80541503902978	8	Rpl37	37.420257477901316	0.012714205105304854	0.029596907785753745	20260711
NPPA	38.80541503902978	9	Rps25	36.84130921299805	0.001905731261811594	0.0252898950855881	20260711
NPPA	38.80541503902978	10	Rps16	37.56853425885963	0.004067426030510246	0.016013252346769757	20260711
NPPA	38.80541503902978	11	Rpl15	37.065027220768336	0.0058763699055036644	0.02672556598564324	20260711
NPPA	38.80541503902978	12	Rps20	37.879633141429075	0.010120171382866472	0.008393152954168981	20260711
NPPA	38.80541503902978	13	Lgals1	37.50134797756906	0.004932103937989707	0.04053009387078965	20260711
NPPA	38.80541503902978	14	Rpl23	37.487062253694205	0.010552510336606202	0.017007178354500274	20260711
NPPA	38.80541503902978	15	Rps7	37.34334362961557	0.00025596350688716907	0.02043070127001656	20260711
NPPA	38.80541503902978	16	mt-Atp6	33.43466565691803	0.015740577781482967	0.012407910042652182	20260711
NPPA	38.80541503902978	17	Itm2b	36.637350130992054	0.009255493475387011	0.02495858641634452	20260711
NPPA	38.80541503902978	18	Cox6b1	33.54493658689245	0.0022598979208480197	0.03799922450562232	20260711
NPPA	38.80541503902978	19	Rps23	37.56488831476494	0.012714205105304854	0.0159028161236886	20260711
NPPA	38.80541503902978	20	Rpl6	37.11905255319118	0.009767420489161238	0.024848150193263363	20260711
NPPA	38.80541503902978	21	Rps15	37.22043228238464	0.010120171382866472	0.021203754831584765	20260711
NPPA	38.80541503902978	22	Rps3a1	37.43919199645674	0.0032027481230307853	0.008945334069574873	20260711
NPPA	38.80541503902978	23	Rps18	37.03201939194964	0.009335081535421508	0.0276090557702926	20260711
NPPA	38.80541503902978	24	Fau	37.59826893716149	0.006661459752948629	0.015681943677526178	20260711
NPPA	38.80541503902978	25	Rpl8	37.021484741114925	0.020143555378914768	0.00993926007730539	20260711
NPPA	38.80541503902978	26	Rpl28	37.49854276895043	0.00882315452164728	0.013031474323578096	20260711
NPPA	38.80541503902978	27	Pln	33.51266079623988	0.027328770677260916	0.008918185343156249	20260711
NPPA	38.80541503902978	28	Rpsa	37.547683493636676	0.006229120799208898	0.00960795140806181	20260711
NPPA	38.80541503902978	29	Rack1	37.4178683855951	0.027925656546229916	0.014688017669795661	20260711
NPPA	38.80541503902978	30	Selenop	37.88341103559989	0.02144057224013396	0.002319160684704613	20260711
VCAN	35.20374769348478	1	Tcirg1	37.48332988032831	0.03911776945484807	0.00858950513737533	20260711
VCAN	35.20374769348478	2	Dpep1	35.0604302300284	0.03403981080717844	0.023768308225407653	20260711
VCAN	35.20374769348478	3	Rhog	36.774328070724	0.04036620890553477	0.019240423079079694	20260711
VCAN	35.20374769348478	4	Olfml2b	37.79788571901161	0.016645859342488523	0.023657872002326497	20260711
VCAN	35.20374769348478	5	Rgs10	37.45260599300585	0.05409904286308781	0.005104586524689814	20260711
VCAN	35.20374769348478	6	Fcgr2b	37.12300382424463	0.009987515605493158	0.009362558698943535	20260711
VCAN	35.20374769348478	7	Stx5a	36.246667297911756	0.004161464835622131	0.04585555284164178	20260711
VCAN	35.20374769348478	8	Myo9b	36.52982655911491	0.005826050769870972	0.05424870579581076	20260711
VCAN	35.20374769348478	9	Ftl1-ps1	37.42514772451281	0.03911776945484813	0.012344336722135085	20260711
VCAN	35.20374769348478	10	Pld4	37.401512305292655	0.016645859342488523	0.010025176037430472	20260711
VCAN	35.20374769348478	11	Prkcd	36.78906674786923	0.04203079483978356	0.02895881071022266	20260711
VCAN	35.20374769348478	12	Arhgdib	36.65576708502146	0.017610930565068628	0.007313310986313271	20260711
VCAN	35.20374769348478	13	Myl1	35.89450081344316	0.021271116787918876	0.032344522386894226	20260711
VCAN	35.20374769348478	14	Mfsd1	36.637262582472296	0.02173191422524695	0.019792604194485586	20260711
VCAN	35.20374769348478	15	Csk	35.042317741630264	0.0037453183520599342	0.0374623998874728	20260711
VCAN	35.20374769348478	16	Os9	36.614170059113896	0.02913025384935497	0.029731864271790864	20260711
VCAN	35.20374769348478	17	Gpx7	35.80902931119642	0.007074490220557672	0.039008507010609206	20260711
VCAN	35.20374769348478	18	Cd68	37.8017439413308	0.01622971285892638	0.023829703922576884	20260711
VCAN	35.20374769348478	19	Ikbkb	35.899136649932714	0.007906783187682065	0.03127797139492727	20260711
VCAN	35.20374769348478	20	Ptbp3	34.565054290262815	0.0005473054920001053	0.0684949785732818	20260711
VCAN	35.20374769348478	21	Aprt	37.099378892969064	0.013719879981411054	0.0021842041986673832	20260711
VCAN	35.20374769348478	22	Frzb	36.84366182976175	0.04535996670828135	0.014491665486589311	20260711
VCAN	35.20374769348478	23	Pdgfra	35.93265857859163	0.024325947947685334	0.03834588967212227	20260711
VCAN	35.20374769348478	24	Fuca1	37.36334044649676	0.0449438202247191	0.0012393187168489028	20260711
VCAN	35.20374769348478	25	Gucy1a1	37.1248878853125	0.029081676438822424	0.0022946404217485394	20260711
VCAN	35.20374769348478	26	Cd302	36.36174471794292	0.00982882939775348	0.050493874211051004	20260711
VCAN	35.20374769348478	27	Scarf2	35.96708094410733	0.008739076154806513	0.026197905133193422	20260711
VCAN	35.20374769348478	28	Stat1	35.31797199831477	0.006802456721575367	0.06087487918068102	20260711
VCAN	35.20374769348478	29	Adgre1	37.52593271747488	0.009626423520534444	0.00439292866029084	20260711
VCAN	35.20374769348478	30	Fam168b	36.18295086336911	0.013732833957553037	0.04695991507245356	20260711
ITGA1	32.96101071902872	1	Myo18b	33.69088663982646	0.007467292114643587	0.03220804338497296	20260711
ITGA1	32.96101071902872	2	Gm44386	31.550679895729374	0.018169285593447215	0.02440304618462774	20260711
ITGA1	32.96101071902872	3	Bzw1	33.979115862824415	0.026372676178123666	0.007003196187764349	20260711
ITGA1	32.96101071902872	4	Ppdpf	33.40010857180377	0.025075659316904475	0.025225172996157452	20260711
ITGA1	32.96101071902872	5	Atp6v0d1	33.294259960676406	0.0008646779074794608	0.014752739759226308	20260711
ITGA1	32.96101071902872	6	Sgca	31.84163578041553	0.026378282639461847	0.012770630519641224	20260711
ITGA1	32.96101071902872	7	Ncln	34.14990449912843	0.04423459003094382	0.003156936335703353	20260711
ITGA1	32.96101071902872	8	Npdc1	35.745144209219475	0.008199866897895147	0.034631259913836976	20260711
ITGA1	32.96101071902872	9	Ifnar2	34.26133797539545	0.026805015131863397	0.014421431089982728	20260711
ITGA1	32.96101071902872	10	Kremen1	33.07040512929655	0.0187881231469742	0.030994748394786664	20260711
ITGA1	32.96101071902872	11	Phlda3	35.59108983471601	0.02068426140476154	0.023477201382638757	20260711
ITGA1	32.96101071902872	12	Clk1	34.28954235210292	0.020098093984335375	0.022704147821070553	20260711
ITGA1	32.96101071902872	13	Clptm1l	34.610300473981134	0.005702987996521858	0.008899619935924252	20260711
ITGA1	32.96101071902872	14	Anp32b	34.43491119665424	0.0004323389537397304	0.0007083314721376688	20260711
ITGA1	32.96101071902872	15	Bnip2	35.25272838064877	0.044963251188932074	0.0012795205433234758	20260711
ITGA1	32.96101071902872	16	Stx4a	34.730400818559964	0.011673151750972777	0.023899938319183467	20260711
ITGA1	32.96101071902872	17	Gas1	31.90521254335886	0.0038910505836575737	0.022262402928745817	20260711
ITGA1	32.96101071902872	18	Cyth3	34.72511157585439	0.03441709536231463	0.012745879787985248	20260711
ITGA1	32.96101071902872	19	Srrm2	35.14376356985959	0.005286841512959661	0.009010056159005408	20260711
ITGA1	32.96101071902872	20	Rpl10-ps3	34.51457373899254	0.023011119369270916	0.004923915905002074	20260711
ITGA1	32.96101071902872	21	G3bp2	32.947548813320935	0.0311284046692607	0.019793459552495674	20260711
ITGA1	32.96101071902872	22	Mxra7	35.732022982072124	0.005286841512959661	0.03507300480616171	20260711
ITGA1	32.96101071902872	23	Ccnl2	35.73180926456691	0.010696745799268437	0.024691999836531586	20260711
ITGA1	32.96101071902872	24	Klf6	34.08749795377042	0.010808473843493316	0.013408497126472296	20260711
ITGA1	32.96101071902872	25	Cebpb	34.740849290593545	0.02318114030613483	0.005567525287709096	20260711
ITGA1	32.96101071902872	26	Slc48a1	33.85396778072263	0.000539209256911366	0.0015003929894857881	20260711
ITGA1	32.96101071902872	27	Plod3	33.95496581152611	0.021516554371885988	0.007243076589706687	20260711
ITGA1	32.96101071902872	28	Nmrk2	35.02669379775257	0.008519781651334324	0.032595790573805794	20260711
ITGA1	32.96101071902872	29	Abracl	35.41936962381836	0.021184608733246846	0.0017022574798681855	20260711
ITGA1	32.96101071902872	30	Rab31	35.57161832900338	0.045483029481630466	0.00083777565099874	20260711
RPS19	37.57389850068292	1	Rps13	36.67266912424064	0.004323389537397304	0.016896742131419118	20260711
RPS19	37.57389850068292	2	Rpl38	37.228070383382494	0.0008646779074794608	0.01082274986195475	20260711
RPS19	37.57389850068292	3	Rpl15	37.065027220768336	0.015996541288370136	0.013141910546659252	20260711
RPS19	37.57389850068292	4	Gsn	35.546681636790595	0.02031993082576744	0.0003313086692434686	20260711
RPS19	37.57389850068292	5	Rps23	37.56488831476494	0.0025940337224383825	0.002319160684704613	20260711
RPS19	37.57389850068292	6	Rpl12	37.548337468195236	0.02031993082576744	0.0009939260077305168	20260711
RPS19	37.57389850068292	7	Cox7c	33.3231554690122	0.0032214035929191143	0.017436119667646466	20260711
RPS19	37.57389850068292	8	Clu	37.94668160095571	0.007823475064476337	0.010481677928320887	20260711
