candidate_gene	candidate_mouse_spatial_score	null_index	matched_mouse_gene	matched_mouse_spatial_score	detection_distance	effect_percentile_distance	seed
TNFRSF12A	35.364703672593905	3	Naa38	28.372461037125902	0.0021485862766108532	0.008528436017375962	20260711
TNFRSF12A	35.364703672593905	4	Ywhab	35.16045157798985	0.006904314767747888	0.02156067065918521	20260711
TNFRSF12A	35.364703672593905	5	Psma3	30.85668838900713	0.012550938150540092	0.04811535512236731	20260711
TNFRSF12A	35.364703672593905	6	Mlf2	35.38048997798013	0.015144971872978474	0.0416600632599583	20260711
TNFRSF12A	35.364703672593905	7	Itgb5	35.67831998868978	0.052222181053567684	0.008750068781769427	20260711
TNFRSF12A	35.364703672593905	8	Rcan2	34.5863298930002	0.024845607933002722	0.010856921287320631	20260711
TNFRSF12A	35.364703672593905	9	Nop10	27.44232547357731	0.0056072979065286965	0.042951843934759704	20260711
TNFRSF12A	35.364703672593905	10	Dmpk	33.780070053003044	0.0440614889260984	0.0003877471888328321	20260711
TNFRSF12A	35.364703672593905	11	Capza2	33.985202329555904	0.0012839083691313924	0.04563576729088048	20260711
TNFRSF12A	35.364703672593905	12	Ptov1	35.65468110089313	0.0211977172253347	0.021450234436104054	20260711
TNFRSF12A	35.364703672593905	13	Trim63	34.53988326313588	0.04691894258487417	0.006591702210158923	20260711
TNFRSF12A	35.364703672593905	14	Tln1	35.40512557547092	0.016441988734197666	0.019683254866805333	20260711
TNFRSF12A	35.364703672593905	15	Son	34.11111820816911	0.008659887566882407	0.025034386702073252	20260711
TNFRSF12A	35.364703672593905	16	Ywhah	35.05547004199457	0.04931756093561257	0.007314397881714285	20260711
TNFRSF12A	35.364703672593905	17	Mprip	34.79179407890087	0.028926383241064002	0.0234380864515652	20260711
TNFRSF12A	35.364703672593905	18	Rbm3	35.62235795048507	0.021603839194898833	0.010355397811273037	20260711
